order_id,customer_id,order_date,status
77,344,2023-04-19 12:31:27.029009,Completed
78,452,2022-08-14 13:54:02.280760,Cancelled
79,140,2023-05-04 14:13:43.474491,Completed
80,187,2023-10-14 05:08:15.765255,Completed
81,293,2023-12-30 18:09:57.799266,Completed
82,61,2022-08-08 23:43:11.663887,Completed
83,485,2023-06-25 03:01:30.030010,Cancelled
84,427,2022-01-06 08:20:48.416138,Cancelled
85,380,2022-02-26 21:08:34.971657,Completed
86,198,2022-10-01 05:21:13.624541,Completed
87,295,2022-08-14 13:54:02.280760,Completed
88,440,2022-05-07 21:19:08.782927,Completed
89,319,2023-03-16 11:46:18.926308,Returned
90,302,2022-04-15 12:35:46.315438,Completed
91,344,2022-07-12 12:29:02.980993,Completed
92,11,2023-01-31 23:29:44.994998,Completed
93,62,2023-02-26 23:43:40.473491,Completed
94,333,2022-05-10 07:39:30.790263,Completed
95,226,2023-03-01 10:04:02.480826,Completed
96,153,2023-02-12 03:51:26.228742,Completed
97,199,2022-11-16 21:28:16.165388,Completed
98,52,2023-11-26 11:34:47.495831,Completed
99,260,2022-08-10 16:33:27.069023,Cancelled
100,59,2022-10-01 05:21:13.624541,Completed
101,72,2023-01-06 16:45:56.118706,Completed
102,148,2022-11-19 13:38:40.373457,Completed
103,349,2023-12-11 07:27:01.740580,Completed
104,63,2023-09-21 20:24:53.297765,Completed
105,310,2022-09-06 16:07:31.350450,Completed
106,373,2023-01-19 02:17:48.356118,Completed
107,243,2022-12-01 23:10:32.610870,Cancelled
108,493,2023-01-05 05:45:42.914304,Completed
109,366,2023-02-13 14:51:39.433144,Completed
110,330,2023-05-01 10:23:14.864954,Completed
111,107,2022-02-24 22:28:17.365788,Completed
112,226,2022-11-03 00:56:10.723574,Completed
113,313,2022-07-31 23:11:59.039679,Completed
114,218,2022-08-05 14:02:40.853617,Completed
115,425,2022-12-26 06:34:12.684228,Completed
116,241,2022-09-09 19:57:59.959986,Completed
117,259,2023-07-03 15:12:47.055685,Completed
118,376,2023-11-09 17:02:15.645215,Cancelled
119,262,2022-04-07 06:14:31.490496,Completed
120,5,2022-09-30 23:31:11.423807,Completed
121,261,2023-05-21 02:56:13.124374,Completed
122,54,2023-12-17 20:58:01.160386,Completed
123,47,2022-06-07 12:23:46.075358,Completed
124,215,2022-03-21 17:32:01.840613,Completed
125,177,2022-12-27 05:54:21.487162,Completed
126,9,2022-08-20 04:04:52.897632,Completed
127,99,2023-05-03 09:03:32.470823,Completed
128,20,2023-05-06 01:13:56.678892,Completed
129,378,2023-10-11 12:57:51.557185,Cancelled
130,241,2023-04-02 12:08:52.977659,Completed
131,61,2022-10-18 17:23:52.077359,Completed
132,379,2023-03-07 17:44:59.699899,Completed
133,490,2022-02-09 03:15:54.318106,Completed
134,419,2023-03-02 15:14:13.484494,Completed
135,178,2022-07-08 09:18:25.568522,Completed
136,338,2023-03-21 02:37:00.740246,Completed
137,62,2023-07-19 04:35:07.902634,Completed
138,145,2022-09-13 11:28:32.970990,Completed
139,216,2023-07-31 19:57:02.340780,Completed
140,3,2022-08-17 06:04:26.488829,Cancelled
141,160,2022-05-12 00:29:46.195398,Completed
142,227,2023-09-09 05:02:58.859619,Cancelled
143,486,2022-07-19 13:40:06.802267,Completed
144,269,2022-12-22 03:23:35.271757,Completed
145,120,2022-09-22 11:19:54.398132,Cancelled
146,381,2022-03-28 07:03:01.260420,Completed
147,495,2022-02-26 21:08:34.971657,Returned
148,89,2023-07-07 18:23:24.468156,Completed
149,329,2023-01-12 06:56:46.735578,Completed
150,68,2023-05-25 11:56:52.737579,Cancelled
151,398,2022-01-29 10:34:17.485828,Completed
152,357,2023-05-26 17:07:03.741247,Returned
153,98,2023-02-11 16:11:21.827275,Returned
154,267,2023-09-27 22:15:48.316105,Completed
155,105,2022-09-17 08:49:08.182727,Completed
156,440,2023-05-26 11:17:01.540513,Completed
157,323,2022-05-16 09:30:25.808602,Completed
158,123,2023-03-18 04:36:34.331443,Completed
159,476,2023-05-03 09:03:32.470823,Completed
160,29,2023-12-10 13:56:55.138379,Completed
161,137,2022-04-07 12:04:33.691230,Completed
162,195,2022-06-13 20:04:43.294431,Returned
163,409,2022-04-04 19:54:09.483161,Completed
164,226,2023-06-09 13:39:09.183061,Completed
165,332,2023-10-09 20:07:36.152050,Completed
166,170,2023-05-17 17:15:42.314104,Completed
167,9,2022-08-03 15:22:23.247749,Completed
168,463,2022-05-12 06:19:48.396132,Completed
169,40,2022-02-11 07:46:14.124708,Returned
170,25,2023-08-21 00:10:05.001667,Completed
171,261,2022-06-29 15:17:06.342114,Completed
172,395,2022-12-07 13:21:23.227742,Completed
173,443,2023-12-08 03:36:33.131043,Cancelled
174,226,2023-07-08 11:53:31.070356,Completed
175,472,2022-01-29 16:24:19.686562,Completed
176,124,2023-11-20 03:53:50.276758,Completed
177,463,2023-09-03 14:52:08.242747,Completed
178,38,2023-06-07 20:48:53.777925,Completed
179,328,2023-10-30 06:10:41.013671,Completed
180,251,2023-04-30 22:43:10.463487,Cancelled
181,389,2023-02-19 10:52:32.250750,Completed
182,176,2023-02-23 14:03:09.663221,Completed
183,90,2023-06-25 03:01:30.030010,Completed
184,402,2023-11-10 16:22:24.448149,Completed
185,454,2023-02-17 12:12:14.644881,Completed
186,37,2022-12-18 00:12:57.859286,Completed
187,316,2023-03-04 13:54:31.090363,Completed
188,176,2023-01-06 10:55:53.917972,Completed
189,461,2022-06-11 09:44:21.287095,Completed
190,284,2022-01-08 18:41:10.423474,Completed
191,453,2023-05-26 22:57:05.941980,Completed
192,461,2023-09-16 17:54:07.082360,Completed
193,81,2023-11-13 08:32:48.656218,Completed
194,114,2023-05-16 12:05:31.310436,Returned
195,40,2023-01-13 00:26:53.337779,Completed
196,301,2022-06-24 18:36:22.327442,Completed
197,224,2023-09-25 11:55:26.308769,Cancelled
198,318,2023-08-12 06:08:45.775258,Returned
199,349,2022-04-28 09:47:42.954318,Completed
200,115,2022-08-25 06:35:39.113037,Completed
201,186,2023-10-12 00:37:55.958652,Completed
202,323,2022-03-16 09:11:13.424474,Completed
203,56,2022-04-21 20:16:43.534511,Completed
204,40,2023-06-21 11:30:57.019006,Completed
205,354,2022-03-22 05:12:06.242080,Completed
206,40,2023-11-18 05:13:32.670890,Completed
207,347,2022-02-24 10:48:12.964321,Completed
208,461,2023-11-06 19:01:49.236412,Completed
209,237,2022-12-26 12:24:14.884961,Completed
210,289,2022-09-21 00:19:41.193731,Completed
211,262,2022-06-06 07:13:35.071690,Completed
212,216,2022-05-30 11:52:33.451150,Completed
213,147,2022-02-17 03:47:06.942314,Completed
214,336,2022-04-29 14:57:53.957985,Returned
215,168,2023-06-20 18:00:50.416805,Completed
216,92,2023-10-08 20:47:27.349116,Completed
217,353,2022-10-31 14:35:48.716238,Returned
218,59,2023-08-21 17:40:11.603867,Completed
219,59,2022-09-25 21:00:25.208402,Completed
220,304,2022-10-06 19:32:04.241413,Cancelled
221,169,2023-09-05 01:52:21.447149,Completed
222,269,2022-10-29 15:55:31.110370,Completed
223,363,2022-05-06 04:28:53.377792,Completed
224,45,2023-01-31 00:09:36.192064,Completed
225,345,2022-10-01 22:51:20.226742,Completed
226,181,2022-04-06 06:54:22.687562,Completed
227,170,2022-06-03 03:23:06.462154,Completed
228,356,2023-03-25 23:17:44.754918,Completed
229,191,2023-10-08 09:07:22.947649,Completed
230,155,2022-08-26 23:25:54.518172,Completed
231,422,2022-04-16 06:05:52.917639,Completed
232,188,2023-09-21 20:24:53.297765,Completed
233,7,2022-03-09 08:00:09.603201,Completed
234,133,2022-02-26 09:28:30.570190,Completed
235,235,2023-01-13 06:16:55.538512,Completed
236,45,2023-01-23 11:18:27.969323,Completed
237,314,2022-09-28 13:10:49.416472,Cancelled
238,249,2023-08-09 13:58:21.567189,Completed
239,499,2022-01-07 01:50:55.018339,Completed
240,31,2022-12-11 10:41:58.439479,Completed
241,23,2023-09-13 19:53:40.673557,Cancelled
242,426,2023-07-17 11:44:52.497499,Completed
243,394,2022-04-22 19:36:52.337445,Completed
244,160,2023-09-01 10:21:48.436145,Completed
245,363,2022-09-23 04:50:01.000333,Completed
246,437,2022-09-02 12:56:53.937979,Completed
247,158,2023-12-09 08:46:44.134711,Completed
248,39,2023-04-30 16:53:08.262754,Returned
249,415,2022-04-30 02:37:58.359453,Completed
250,82,2022-09-18 13:59:19.186395,Completed
251,356,2023-09-27 16:25:46.115371,Returned
252,258,2022-02-22 06:17:53.157719,Completed
253,206,2023-02-23 19:53:11.863954,Completed
254,77,2023-01-22 23:38:23.567855,Completed
255,477,2023-09-26 11:15:35.111703,Completed
256,12,2022-02-08 09:45:47.715905,Completed
257,295,2023-09-09 10:53:01.060353,Completed
258,450,2022-06-16 12:15:07.502500,Completed
259,224,2023-11-22 14:14:12.284094,Completed
260,13,2023-03-08 17:05:08.502834,Completed
261,46,2023-05-14 19:15:15.905301,Completed
262,155,2023-03-24 23:57:35.951983,Completed
263,113,2023-08-09 08:08:19.366455,Completed
264,233,2023-09-02 03:51:55.038346,Completed
265,17,2023-07-12 20:54:10.683561,Completed
266,360,2023-01-22 06:08:16.965655,Cancelled
267,223,2023-02-17 06:22:12.444148,Completed
268,354,2023-12-29 12:59:46.795598,Completed
269,188,2023-08-24 04:00:33.611203,Completed
270,448,2023-04-19 00:51:22.627542,Completed
271,344,2023-05-17 05:35:37.912637,Completed
272,365,2023-11-08 11:52:04.641547,Completed
273,163,2022-10-06 07:51:59.839946,Completed
274,496,2023-07-19 22:05:14.504834,Completed
275,326,2023-01-20 07:27:59.359786,Completed
276,467,2023-08-31 16:51:41.833944,Completed
277,414,2023-10-05 22:47:00.940313,Completed
278,455,2023-08-30 00:01:26.428809,Completed
279,74,2023-07-03 15:12:47.055685,Completed
280,233,2023-11-03 03:31:16.225408,Completed
281,224,2023-07-25 23:56:09.523174,Completed
282,482,2023-04-15 15:10:51.817272,Completed
283,319,2023-03-04 02:14:26.688896,Completed
284,412,2023-05-14 07:35:11.503834,Completed
285,60,2022-08-29 09:46:16.525508,Completed
286,335,2023-01-10 14:06:31.330443,Completed
287,222,2022-09-29 06:40:56.018672,Completed
288,37,2023-09-16 23:44:09.283094,Cancelled
289,477,2022-04-30 14:18:02.760920,Completed
290,278,2022-05-31 11:12:42.254084,Completed
291,196,2023-08-02 01:07:13.344448,Completed
292,404,2023-08-02 12:47:17.745915,Completed
293,352,2023-05-25 17:46:54.938312,Cancelled
294,484,2023-01-11 19:16:42.334111,Completed
295,242,2022-07-29 12:51:37.032344,Completed
296,324,2023-02-16 01:12:01.440480,Completed
297,219,2023-01-26 03:28:52.177392,Completed
298,192,2023-07-18 16:55:03.501167,Completed
299,17,2022-05-21 17:51:14.224741,Completed
300,12,2023-04-05 10:09:19.386462,Completed
301,406,2022-11-06 22:16:45.935311,Completed
302,401,2023-09-26 17:05:37.312437,Completed
303,394,2023-10-29 18:30:36.612204,Cancelled
304,374,2023-03-27 21:58:02.360786,Completed
305,193,2023-08-30 00:01:26.428809,Completed
306,22,2022-11-26 08:59:41.993997,Completed
307,474,2022-10-10 11:02:37.252417,Completed
308,120,2022-03-28 12:53:03.461153,Completed
309,210,2023-01-30 18:19:33.991330,Completed
310,306,2023-07-19 04:35:07.902634,Completed
311,270,2023-05-03 14:53:34.671557,Cancelled
312,192,2023-07-28 04:26:29.329776,Completed
313,175,2022-07-31 05:41:52.437479,Completed
314,285,2022-08-04 03:02:27.649216,Completed
315,204,2023-05-02 09:43:23.667889,Completed
316,164,2023-06-20 00:30:43.814604,Completed
317,251,2022-12-10 11:21:49.636545,Completed
318,227,2022-11-08 20:57:03.541180,Completed
319,436,2022-05-31 11:12:42.254084,Returned
320,381,2022-08-03 09:32:21.047015,Completed
321,460,2022-07-13 11:49:11.783927,Completed
322,7,2023-06-12 23:19:39.993331,Completed
323,29,2022-11-12 00:47:32.150716,Completed
324,395,2022-05-31 05:22:40.053351,Completed
325,33,2023-03-22 19:27:16.145381,Completed
326,134,2022-03-01 07:28:56.978992,Completed
327,367,2023-12-05 17:16:11.123707,Completed
328,79,2023-08-30 23:21:35.231743,Completed
329,416,2022-08-14 19:44:04.481493,Completed
330,435,2022-11-05 17:06:34.931643,Completed
331,459,2022-05-07 03:49:02.180726,Completed
332,58,2023-08-09 13:58:21.567189,Completed
333,471,2022-01-02 16:50:15.405135,Completed
334,26,2023-09-06 18:42:36.852284,Completed
335,482,2023-05-06 18:44:03.281093,Completed
336,430,2022-05-01 01:58:07.162387,Completed
337,226,2023-01-31 23:29:44.994998,Completed
338,285,2023-12-02 01:45:38.112704,Completed
339,4,2022-09-16 03:38:57.179059,Completed
340,465,2023-10-04 17:36:49.936645,Completed
341,99,2022-02-15 05:06:49.336445,Completed
342,397,2023-11-12 20:52:44.254751,Completed
343,489,2023-04-02 06:18:50.776925,Completed
344,39,2023-06-05 04:38:29.569856,Completed
345,271,2022-01-21 15:53:07.062354,Completed
346,375,2022-02-03 01:24:59.299766,Completed
347,285,2023-08-23 22:10:31.410470,Returned
348,157,2023-05-31 13:47:47.755918,Completed
349,75,2023-02-02 16:20:00.400133,Completed
350,372,2023-06-24 03:41:21.227075,Completed
351,288,2023-03-02 15:14:13.484494,Completed
352,130,2023-06-23 21:51:19.026342,Completed
353,175,2023-03-11 09:15:32.710903,Completed
354,462,2022-07-31 17:21:56.838946,Completed
355,84,2023-07-30 20:36:53.537845,Completed
356,22,2023-09-01 10:21:48.436145,Completed
357,459,2022-08-18 05:24:35.291763,Completed
358,27,2023-01-31 05:59:38.392797,Completed
359,195,2023-11-21 14:54:03.481160,Completed
360,337,2023-10-09 14:17:33.951317,Completed
361,382,2023-12-15 16:27:41.353784,Cancelled
362,236,2022-03-26 14:12:45.855285,Returned
363,440,2023-02-12 09:41:28.429476,Completed
364,92,2022-10-18 17:23:52.077359,Completed
365,477,2022-01-03 04:30:19.806602,Cancelled
366,21,2023-11-09 11:12:13.444481,Completed
367,303,2022-12-22 03:23:35.271757,Completed
368,464,2022-06-11 21:24:25.688562,Returned
369,357,2023-09-23 07:25:06.502167,Completed
370,443,2023-01-05 23:15:49.516505,Completed
371,84,2023-06-13 22:39:48.796265,Completed
372,262,2022-05-26 20:22:00.440146,Completed
373,147,2023-10-07 15:37:16.345448,Completed
374,441,2022-03-21 05:51:57.439146,Completed
375,453,2022-08-26 23:25:54.518172,Completed
376,387,2023-08-19 18:59:53.997999,Completed
377,257,2022-06-02 15:43:02.060686,Completed
378,58,2023-01-31 23:29:44.994998,Completed
379,380,2023-11-04 02:51:25.028342,Completed
380,422,2022-03-08 08:40:00.800266,Cancelled
381,15,2022-06-16 06:25:05.301767,Completed
382,162,2022-01-28 22:54:13.084361,Completed
383,445,2022-07-29 01:11:32.630876,Completed
384,163,2023-05-02 21:23:28.069356,Completed
385,320,2022-06-18 05:05:22.907635,Completed
386,497,2022-09-26 14:30:31.810603,Completed
387,281,2023-07-31 08:16:57.939313,Completed
388,280,2023-06-10 07:09:15.785261,Completed
389,12,2023-03-12 14:25:43.714571,Completed
390,274,2022-02-07 04:35:36.712237,Completed
391,271,2023-04-07 20:29:41.393797,Completed
392,492,2022-12-13 21:02:20.446815,Completed
393,208,2022-11-10 07:57:16.745581,Completed
394,27,2022-03-18 07:51:31.030343,Completed
395,72,2022-09-16 15:19:01.580526,Cancelled
396,60,2022-01-26 06:43:48.876292,Completed
397,430,2023-04-13 16:30:34.211403,Completed
398,473,2023-04-11 00:20:10.003334,Completed
399,145,2022-10-23 14:04:36.092030,Completed
400,93,2022-12-13 03:32:13.844614,Completed
401,309,2023-08-07 15:18:03.961320,Completed
402,8,2023-03-07 17:44:59.699899,Completed
403,79,2023-04-22 10:31:53.437812,Completed
404,27,2023-11-07 18:21:58.039346,Completed
405,174,2023-01-25 15:48:47.775925,Completed
406,50,2022-06-22 02:25:58.119373,Completed
407,500,2022-06-08 00:03:50.476825,Completed
408,199,2023-11-29 21:15:18.306102,Completed
409,387,2022-08-18 22:54:41.893964,Completed
410,349,2022-06-10 10:24:12.484161,Completed
411,448,2023-06-06 15:38:42.774258,Completed
412,428,2023-10-03 12:26:38.932977,Cancelled
413,181,2023-07-21 03:15:25.508502,Completed
414,24,2023-08-19 13:09:51.797265,Completed
415,316,2022-10-03 04:01:31.230410,Completed
416,378,2022-06-19 21:55:38.312770,Completed
417,387,2023-06-30 23:02:22.847615,Completed
418,404,2023-05-11 09:34:45.095031,Completed
419,46,2023-08-01 01:47:04.541513,Completed
420,15,2023-06-20 00:30:43.814604,Completed
421,153,2022-05-14 22:30:12.604201,Completed
422,222,2022-04-09 04:54:49.096365,Completed
423,206,2022-04-23 01:26:54.538179,Completed
424,455,2023-06-14 16:09:55.398466,Completed
425,273,2023-11-21 20:44:05.681893,Completed
426,382,2022-08-01 05:02:01.240413,Completed
427,236,2022-01-21 04:13:02.660886,Completed
428,340,2022-12-12 15:52:09.443147,Completed
429,228,2023-11-12 20:52:44.254751,Completed
430,9,2023-10-13 05:48:06.962320,Completed
431,166,2022-02-23 11:28:04.161387,Cancelled
432,432,2023-09-25 00:15:21.907302,Completed
433,444,2022-12-05 03:01:01.220406,Completed
434,319,2022-01-27 23:34:04.281427,Completed
435,214,2022-05-30 06:02:31.250416,Completed
436,117,2023-01-20 07:27:59.359786,Cancelled
437,386,2023-12-24 04:38:58.379459,Completed
438,344,2022-04-26 05:17:23.147715,Completed
439,72,2023-12-02 19:15:44.714904,Completed
440,395,2023-04-11 00:20:10.003334,Completed
441,64,2022-03-07 15:09:54.198066,Cancelled
442,205,2023-08-23 22:10:31.410470,Completed
443,209,2023-04-12 17:10:25.408469,Cancelled
444,72,2023-11-01 10:41:00.820273,Completed
445,277,2022-12-04 21:10:59.019673,Completed
446,274,2022-01-10 11:31:25.828609,Completed
447,478,2023-04-27 18:52:41.853951,Completed
448,320,2023-06-28 12:42:00.840280,Completed
449,338,2022-08-30 09:06:25.328442,Completed
450,366,2023-05-05 01:53:47.875958,Completed
451,495,2023-09-20 21:04:44.494831,Completed
452,95,2022-03-12 06:00:36.012004,Completed
453,166,2023-08-26 20:10:57.819273,Completed
454,32,2023-09-05 01:52:21.447149,Completed
455,11,2023-10-13 05:48:06.962320,Completed
456,301,2022-03-09 13:50:11.803934,Completed
457,217,2023-12-12 18:27:14.944981,Completed
458,289,2022-05-21 23:41:16.425475,Completed
459,102,2022-07-29 12:51:37.032344,Completed
460,425,2022-03-03 11:59:16.785595,Completed
461,392,2022-02-13 18:06:36.132044,Completed
462,267,2022-06-15 07:04:56.498832,Completed
463,214,2022-07-20 07:10:13.404468,Returned
464,179,2022-06-19 21:55:38.312770,Completed
465,88,2023-09-28 04:05:50.516838,Completed
466,41,2022-11-24 21:59:28.789596,Completed
467,401,2022-12-02 10:50:37.012337,Completed
468,76,2023-02-11 16:11:21.827275,Completed
469,377,2023-10-25 21:10:01.400466,Completed
470,46,2023-08-16 15:09:25.388462,Completed
471,160,2023-02-03 04:00:04.801600,Returned
472,463,2023-04-21 17:01:46.835611,Completed
473,80,2022-02-21 06:57:44.354784,Completed
474,310,2023-01-09 20:36:24.728242,Completed
475,86,2022-04-04 02:24:02.880960,Completed
476,92,2023-02-21 15:22:52.057352,Cancelled
477,148,2022-03-24 21:22:30.450150,Completed
478,161,2023-03-23 18:47:24.948316,Completed
479,202,2023-04-29 00:02:52.857619,Completed
480,424,2022-07-24 22:00:55.218406,Completed
481,416,2023-01-08 21:16:15.925308,Cancelled
482,242,2022-04-12 20:25:22.107369,Completed
483,353,2023-11-12 03:22:37.652550,Completed
484,2,2023-04-29 05:52:55.058352,Returned
485,225,2023-04-15 15:10:51.817272,Cancelled
486,289,2023-03-26 10:57:49.156385,Completed
487,233,2022-03-16 03:21:11.223741,Completed
488,461,2023-10-31 05:30:49.816605,Completed
489,414,2022-07-30 23:51:50.236745,Completed
490,417,2023-09-21 02:54:46.695565,Completed
491,77,2022-10-03 21:31:37.832610,Completed
492,116,2022-12-15 13:52:35.851950,Completed
493,154,2022-02-19 19:57:31.150383,Completed
494,406,2022-05-01 07:48:09.363121,Completed
495,103,2023-04-10 01:00:01.200400,Completed
496,194,2023-09-13 02:23:34.071357,Completed
497,166,2022-09-12 00:28:19.766588,Completed
498,359,2022-02-21 12:47:46.555518,Completed
499,90,2022-03-17 02:41:20.026675,Completed
500,174,2023-10-21 06:19:19.586528,Completed
501,122,2023-04-29 23:23:01.660553,Completed
502,498,2023-11-12 15:02:42.054018,Completed
503,143,2022-03-07 20:59:56.398799,Completed
504,482,2023-03-19 21:26:49.736578,Completed
505,106,2023-12-27 14:19:29.189729,Completed
506,375,2023-05-21 08:46:15.325108,Completed
507,428,2022-04-18 10:36:12.724241,Completed
508,305,2023-06-21 23:11:01.420473,Cancelled
509,360,2023-11-16 00:43:12.864288,Completed
510,459,2022-03-03 11:59:16.785595,Completed
511,317,2022-05-07 09:39:04.381460,Cancelled
512,451,2022-08-26 05:55:47.915971,Completed
513,123,2022-01-03 04:30:19.806602,Completed
514,390,2023-11-06 01:31:42.634211,Completed
515,9,2023-09-13 08:13:36.272090,Cancelled
516,262,2023-11-20 09:43:52.477492,Completed
517,73,2023-01-20 19:08:03.761253,Completed
518,359,2023-08-27 13:41:04.421473,Completed
519,223,2022-10-03 15:41:35.631877,Completed
520,416,2022-02-06 22:45:34.511503,Completed
521,41,2023-02-08 00:40:48.816272,Completed
522,370,2023-12-22 11:48:42.974324,Completed
523,204,2023-12-10 19:46:57.339113,Completed
524,264,2023-11-12 15:02:42.054018,Completed
525,328,2023-03-28 03:48:04.561520,Completed
526,178,2022-10-23 02:24:31.690563,Completed
527,348,2023-03-02 21:04:15.685228,Completed
528,318,2023-09-27 10:35:43.914638,Completed
529,84,2022-09-26 08:40:29.609869,Completed
530,318,2023-09-09 10:53:01.060353,Completed
531,111,2022-08-06 07:32:47.455818,Completed
532,251,2022-09-28 01:30:45.015005,Completed
533,383,2022-01-26 00:53:46.675558,Completed
534,7,2023-04-11 06:10:12.204068,Completed
535,459,2022-09-02 12:56:53.937979,Completed
536,84,2022-04-09 16:34:53.497832,Returned
537,208,2022-12-07 13:21:23.227742,Returned
538,388,2022-02-10 08:26:05.321773,Completed
539,390,2022-05-04 11:38:37.972657,Completed
540,314,2023-02-08 18:10:55.418472,Completed
541,22,2023-07-28 16:06:33.731243,Completed
542,410,2022-07-05 05:27:56.958986,Completed
543,383,2022-06-15 07:04:56.498832,Returned
544,3,2023-09-06 12:52:34.651550,Completed
545,127,2023-05-31 07:57:45.555185,Returned
546,297,2022-10-10 22:42:41.653884,Completed
547,188,2022-05-22 05:31:18.626208,Completed
548,362,2022-03-05 10:39:34.391463,Completed
549,14,2022-11-28 07:39:59.599866,Completed
550,459,2022-11-20 12:58:49.176392,Completed
551,466,2023-07-12 03:24:04.081360,Completed
552,12,2023-01-09 20:36:24.728242,Completed
553,87,2022-05-17 03:00:32.410803,Completed
554,12,2022-09-25 03:30:18.606202,Completed
555,397,2023-04-08 13:59:47.995998,Completed
556,25,2022-02-12 07:06:22.927642,Completed
557,301,2023-06-09 01:59:04.781593,Completed
558,243,2023-06-27 01:41:47.635878,Returned
559,122,2022-02-16 10:17:00.340113,Completed
560,147,2022-01-16 13:22:20.846948,Completed
561,55,2022-12-30 21:24:54.498166,Completed
562,238,2023-01-16 21:47:28.549516,Completed
563,356,2023-12-09 14:36:46.335445,Completed
564,173,2022-10-07 18:52:13.044348,Completed
565,392,2023-04-16 20:21:02.820940,Completed
566,221,2022-03-31 10:53:29.869956,Completed
567,119,2022-07-26 14:51:10.623541,Completed
568,309,2022-01-11 05:01:32.430810,Cancelled
569,183,2023-04-09 13:19:56.798932,Returned
570,288,2023-09-09 05:02:58.859619,Completed
571,307,2022-01-19 17:12:49.456485,Completed
572,300,2023-11-30 08:55:22.707569,Completed
573,82,2023-03-20 09:06:54.138046,Completed
574,454,2022-11-11 07:17:25.548516,Completed
575,402,2022-06-13 14:14:41.093697,Completed
576,211,2022-06-20 03:45:40.513504,Returned
577,150,2022-07-04 06:07:48.156052,Cancelled
578,37,2023-04-13 10:40:32.010670,Completed
