order_item_id,order_id,product_id,quantity,line_total
96,2017,11,1,1299.67
97,2795,24,2,7604.08
98,627,88,1,1762.71
99,1389,71,1,2418.92
100,90,114,4,4980.64
101,720,21,3,7101.3
102,481,20,2,1482.72
103,2132,117,3,3988.8
104,1101,10,4,8631.68
105,673,89,4,6550.44
106,517,47,2,2699.12
107,2533,100,2,8174.96
108,1614,112,4,3296.28
109,782,47,2,2699.12
110,2152,15,1,1138.1
111,2036,44,1,915.11
112,2387,104,4,3989.36
113,687,104,3,2992.02
114,1590,114,2,2490.32
115,900,62,2,2356.82
116,1502,6,1,286.48
117,2655,101,2,682.8
118,223,66,3,10729.41
119,1077,76,2,2171.14
120,1101,4,2,12477.08
121,1742,23,1,2382.14
122,503,13,2,9618.46
123,1340,81,4,4571.76
124,2870,31,4,3548.68
125,624,16,3,17647.2
126,1887,41,3,4200.84
127,2213,90,3,18655.26
128,1051,92,3,3302.4
129,1094,1,1,2303.57
130,1986,111,2,1472.3
131,1389,12,1,301.57
132,1330,101,3,1024.2
133,1148,119,2,2710.18
134,19,56,4,4434.68
135,1281,50,1,1065.99
136,1046,20,2,1482.72
137,989,66,4,14305.88
138,2498,36,4,3853.76
139,2600,79,3,3158.13
140,1574,38,4,7320.44
141,1072,22,4,1676.8
142,2743,108,3,6723.36
143,2635,61,2,12223.98
144,2769,50,2,2131.98
145,1207,96,3,685.65
146,1459,59,1,1931.8
147,2155,20,3,2224.08
148,1212,36,2,1926.88
149,776,97,1,1958.87
150,1860,15,3,3414.3
151,1867,62,2,2356.82
152,1161,114,2,2490.32
153,1882,110,2,802.32
154,2946,3,4,1790.52
155,2384,93,4,2004.52
156,2655,111,1,736.15
157,2886,91,1,589.41
158,1781,5,1,4078.47
159,602,56,4,4434.68
160,1595,31,1,887.17
161,2451,86,2,956.72
162,540,35,2,901.56
163,1096,118,1,1854.48
164,1806,71,1,2418.92
165,24,70,4,2763.88
166,624,26,2,1757.1
167,1836,118,3,5563.44
168,1080,1,3,6910.71
169,986,83,4,4224.28
170,223,7,4,3781.56
171,179,36,4,3853.76
172,2848,76,2,2171.14
173,2482,84,1,612.43
174,1961,87,1,906.51
175,1474,25,4,1675.76
176,793,94,2,1059.06
177,884,59,3,5795.4
178,2540,61,4,24447.96
179,1213,29,2,1466.28
180,1602,95,4,8423.4
181,810,18,2,4259.46
182,961,41,2,2800.56
183,420,19,4,3809.04
184,2697,118,1,1854.48
185,1188,4,4,24954.16
186,1279,65,1,3546.41
187,2524,41,1,1400.28
188,1441,15,3,3414.3
189,2218,54,2,1219.2
190,1341,64,4,1636.72
191,2222,72,2,485.32
192,2518,15,3,3414.3
193,2393,79,1,1052.71
194,2493,50,4,4263.96
195,1042,103,2,2363.56
196,1094,22,3,1257.6
197,1362,18,1,2129.73
198,2676,80,1,928.81
199,592,2,2,884.5
200,527,36,1,963.44
201,2504,20,3,2224.08
202,1293,16,1,5882.4
203,1655,67,4,3505.12
204,811,120,4,2604.92
205,188,30,2,1103.76
206,1593,55,3,4249.83
207,2759,66,1,3576.47
208,529,99,1,1520.36
209,434,26,1,878.55
210,2336,57,4,3993.0
211,1942,69,3,1383.84
212,2547,2,1,442.25
213,1805,115,2,890.96
214,303,56,3,3326.01
215,87,84,3,1837.29
216,2878,62,1,1178.41
217,438,34,4,1670.4
218,2589,98,3,6477.21
219,1046,118,2,3708.96
220,833,56,3,3326.01
221,797,55,4,5666.44
222,560,20,2,1482.72
223,762,50,4,4263.96
224,1699,25,1,418.94
225,2515,84,3,1837.29
226,1125,25,2,837.88
227,2723,53,4,2442.88
228,685,14,1,3871.16
229,1165,60,2,4847.06
230,138,111,3,2208.45
231,578,108,3,6723.36
232,710,43,4,3400.36
233,228,107,2,4663.24
234,2329,62,1,1178.41
235,2732,103,1,1181.78
236,828,76,1,1085.57
237,431,112,4,3296.28
238,1064,69,1,461.28
239,1710,63,2,3235.2
240,1687,2,4,1769.0
241,1235,54,3,1828.8
242,302,16,4,23529.6
243,1110,55,4,5666.44
244,1421,94,4,2118.12
245,533,111,2,1472.3
246,769,43,3,2550.27
247,1939,61,3,18335.97
248,1405,38,4,7320.44
249,444,45,4,4091.4
250,260,51,4,10435.0
251,1539,42,2,1970.98
252,1332,24,2,7604.08
253,2787,115,1,445.48
254,2844,30,3,1655.64
255,70,37,1,868.21
256,1478,53,1,610.72
257,1463,63,4,6470.4
258,1849,103,2,2363.56
259,481,11,1,1299.67
260,1168,78,1,1255.13
261,2072,23,1,2382.14
262,2794,117,4,5318.4
263,2893,80,4,3715.24
264,1199,50,2,2131.98
265,2373,85,1,906.04
266,1893,55,1,1416.61
267,1695,55,2,2833.22
268,1884,4,2,12477.08
269,1372,97,2,3917.74
270,798,54,3,1828.8
271,18,61,2,12223.98
272,44,111,4,2944.6
273,155,78,3,3765.39
274,867,83,2,2112.14
275,2970,5,4,16313.88
276,743,100,2,8174.96
277,1852,95,2,4211.7
278,1426,109,3,699.15
279,225,18,4,8518.92
280,217,44,1,915.11
281,31,31,2,1774.34
282,1893,119,3,4065.27
283,1083,94,4,2118.12
284,1916,21,2,4734.2
285,898,47,1,1349.56
286,2983,30,4,2207.52
287,445,55,4,5666.44
288,1259,105,3,2658.03
289,1131,68,2,2313.46
290,1215,69,2,922.56
291,2016,41,4,5601.12
292,2578,45,2,2045.7
293,1937,74,4,5635.96
294,738,91,1,589.41
295,1703,80,3,2786.43
296,874,30,2,1103.76
297,566,77,2,2346.04
298,2019,100,3,12262.44
299,1886,85,1,906.04
300,2124,45,1,1022.85
301,547,117,1,1329.6
302,2315,104,1,997.34
303,317,45,1,1022.85
304,1860,79,4,4210.84
305,25,84,2,1224.86
306,160,84,2,1224.86
307,2644,45,2,2045.7
308,1138,55,4,5666.44
309,900,59,3,5795.4
310,2550,5,1,4078.47
311,1190,118,3,5563.44
312,703,118,1,1854.48
313,1,32,1,315.31
314,1923,6,3,859.44
315,2789,94,2,1059.06
316,2368,26,4,3514.2
317,1425,37,3,2604.63
318,382,13,2,9618.46
319,1742,93,1,501.13
320,1827,69,2,922.56
321,1274,25,1,418.94
322,1549,13,1,4809.23
323,1579,88,2,3525.42
324,898,95,1,2105.85
325,717,20,4,2965.44
326,2355,119,2,2710.18
327,391,72,3,727.98
328,1700,60,1,2423.53
329,2346,73,1,482.25
330,233,21,4,9468.4
331,1927,115,4,1781.92
332,2319,61,3,18335.97
333,1320,84,1,612.43
334,2725,79,3,3158.13
335,706,26,3,2635.65
336,234,54,1,609.6
337,1392,42,3,2956.47
338,2893,11,3,3899.01
339,1256,37,4,3472.84
340,1897,105,4,3544.04
341,2539,11,3,3899.01
342,2551,27,1,582.32
343,890,94,4,2118.12
344,592,83,3,3168.21
345,746,34,2,835.2
346,1720,38,2,3660.22
347,428,61,3,18335.97
348,2745,87,2,1813.02
349,2694,53,4,2442.88
350,732,65,1,3546.41
351,800,3,3,1342.89
352,2412,67,4,3505.12
353,202,28,1,614.42
354,2930,14,2,7742.32
355,2194,52,2,7531.86
356,836,30,2,1103.76
357,2687,58,2,953.3
358,135,54,4,2438.4
359,2674,69,4,1845.12
360,1288,113,1,4830.7
361,2112,15,3,3414.3
362,2539,38,1,1830.11
363,41,78,3,3765.39
364,913,14,2,7742.32
365,1730,57,2,1996.5
366,975,59,2,3863.6
367,1134,113,2,9661.4
368,2416,8,4,2915.88
369,1460,72,1,242.66
370,2966,19,3,2856.78
371,2041,32,3,945.93
372,244,95,4,8423.4
373,2950,29,2,1466.28
374,166,41,1,1400.28
375,1050,75,2,4244.14
376,1498,45,4,4091.4
377,728,13,3,14427.69
378,1116,27,4,2329.28
379,483,120,3,1953.69
380,2591,19,1,952.26
381,2979,26,3,2635.65
382,2448,53,1,610.72
383,1231,51,2,5217.5
384,2667,37,2,1736.42
385,2927,112,4,3296.28
386,2149,9,1,1788.03
387,880,92,2,2201.6
388,830,96,1,228.55
389,2025,52,2,7531.86
390,759,54,2,1219.2
391,163,3,3,1342.89
392,1197,115,4,1781.92
393,2550,96,3,685.65
394,2595,69,1,461.28
395,1308,8,2,1457.94
396,2429,14,4,15484.64
397,2918,120,2,1302.46
398,2953,3,2,895.26
399,1996,24,3,11406.12
400,1935,13,1,4809.23
401,1557,43,4,3400.36
402,2657,29,4,2932.56
403,307,72,4,970.64
404,1363,51,1,2608.75
405,2103,42,4,3941.96
406,333,31,1,887.17
407,2175,63,4,6470.4
408,2753,26,2,1757.1
409,243,18,1,2129.73
410,1885,82,3,5515.02
411,2648,57,4,3993.0
412,1433,7,3,2836.17
413,2551,112,1,824.07
414,2652,102,2,2233.88
415,303,48,3,3057.51
416,235,80,3,2786.43
417,2187,119,2,2710.18
418,195,120,2,1302.46
419,1551,60,1,2423.53
420,1793,33,4,19036.04
421,647,120,3,1953.69
422,2049,115,3,1336.44
423,561,3,1,447.63
424,1120,102,4,4467.76
425,713,4,1,6238.54
426,413,100,3,12262.44
427,538,4,3,18715.62
428,1879,42,2,1970.98
429,2477,9,2,3576.06
430,235,104,4,3989.36
431,2397,51,3,7826.25
432,1780,17,3,15009.39
433,1894,17,2,10006.26
434,1505,97,1,1958.87
435,1863,20,1,741.36
436,2444,14,3,11613.48
437,1375,22,3,1257.6
438,416,52,4,15063.72
439,1910,27,4,2329.28
440,916,43,2,1700.18
441,81,3,3,1342.89
442,2084,88,1,1762.71
443,1091,94,4,2118.12
444,2689,8,2,1457.94
445,2930,86,2,956.72
446,1691,89,1,1637.61
447,757,10,4,8631.68
448,2671,113,1,4830.7
449,468,29,2,1466.28
450,1166,40,3,1844.37
451,2404,118,1,1854.48
452,2757,65,2,7092.82
453,1495,116,3,5297.73
454,1645,21,3,7101.3
455,1020,103,4,4727.12
456,1615,24,4,15208.16
457,902,73,2,964.5
458,673,60,1,2423.53
459,439,108,3,6723.36
460,2579,118,4,7417.92
461,127,26,4,3514.2
462,2253,9,1,1788.03
463,2077,20,4,2965.44
464,445,56,2,2217.34
465,966,99,1,1520.36
466,464,36,3,2890.32
467,2199,106,2,1769.78
468,2288,36,3,2890.32
469,2314,118,3,5563.44
470,913,73,4,1929.0
471,497,22,2,838.4
472,1464,1,2,4607.14
473,1772,69,1,461.28
474,2733,73,2,964.5
475,158,37,1,868.21
476,172,102,2,2233.88
477,494,83,3,3168.21
478,970,72,1,242.66
479,1335,106,2,1769.78
480,1427,107,1,2331.62
481,1693,96,4,914.2
482,1794,13,4,19236.92
483,2724,84,1,612.43
484,659,100,1,4087.48
485,2951,43,3,2550.27
486,666,108,2,4482.24
487,367,37,4,3472.84
488,550,94,4,2118.12
489,643,74,2,2817.98
490,1894,95,4,8423.4
491,255,25,4,1675.76
492,208,93,1,501.13
493,2498,88,4,7050.84
494,95,103,4,4727.12
495,1884,21,4,9468.4
496,2887,41,2,2800.56
497,478,73,3,1446.75
498,2731,42,1,985.49
499,762,42,3,2956.47
500,190,2,4,1769.0
501,2759,68,4,4626.92
502,1508,8,4,2915.88
503,1757,96,3,685.65
504,1560,61,2,12223.98
505,756,14,2,7742.32
506,1447,113,1,4830.7
507,836,77,3,3519.06
508,1664,21,2,4734.2
509,1629,24,1,3802.04
510,1836,50,4,4263.96
511,133,82,4,7353.36
512,55,45,1,1022.85
513,510,64,2,818.36
514,670,64,3,1227.54
515,2458,104,1,997.34
516,1690,26,2,1757.1
517,1317,32,1,315.31
518,734,108,2,4482.24
519,1694,57,4,3993.0
520,259,119,1,1355.09
521,1146,120,3,1953.69
522,299,53,1,610.72
523,561,33,4,19036.04
524,1913,52,4,15063.72
525,1865,95,2,4211.7
526,297,18,4,8518.92
527,2410,35,2,901.56
528,2637,12,4,1206.28
529,1462,51,2,5217.5
530,2175,89,3,4912.83
531,197,109,2,466.1
532,2269,95,2,4211.7
533,995,10,3,6473.76
534,2139,111,2,1472.3
535,2459,52,2,7531.86
536,8,34,3,1252.8
537,2592,115,4,1781.92
538,2516,67,1,876.28
539,320,110,2,802.32
540,1418,39,4,15490.2
541,2317,8,1,728.97
542,1699,96,3,685.65
543,2109,107,2,4663.24
544,1462,29,2,1466.28
545,1288,22,3,1257.6
546,2845,84,2,1224.86
547,1119,70,1,690.97
548,553,61,1,6111.99
549,2974,43,3,2550.27
550,661,49,2,1759.0
551,716,29,4,2932.56
552,2827,106,2,1769.78
553,2242,120,3,1953.69
554,2530,81,4,4571.76
555,1459,31,1,887.17
556,855,53,1,610.72
557,2546,34,4,1670.4
558,2260,38,4,7320.44
559,665,57,3,2994.75
560,2718,101,2,682.8
561,1898,4,1,6238.54
562,1675,2,2,884.5
563,2269,12,1,301.57
564,273,35,2,901.56
565,1178,70,1,690.97
566,1273,120,2,1302.46
567,279,110,3,1203.48
568,816,72,1,242.66
569,276,21,3,7101.3
570,1005,117,1,1329.6
571,2562,110,1,401.16
572,923,61,1,6111.99
573,642,35,2,901.56
574,505,48,1,1019.17
575,2638,15,3,3414.3
576,772,71,2,4837.84
577,1265,15,2,2276.2
578,2788,109,1,233.05
579,2723,6,4,1145.92
580,1260,111,2,1472.3
581,1014,81,1,1142.94
582,128,68,3,3470.19
583,2551,22,4,1676.8
584,1224,32,2,630.62
585,2950,22,4,1676.8
586,2591,27,2,1164.64
587,1526,110,4,1604.64
588,1674,15,4,4552.4
589,492,44,3,2745.33
590,1258,115,4,1781.92
591,2762,86,3,1435.08
592,2839,92,1,1100.8
593,1667,106,2,1769.78
594,416,102,3,3350.82
595,2196,9,2,3576.06
596,970,34,3,1252.8
597,2077,100,2,8174.96
598,1385,73,3,1446.75
599,308,15,2,2276.2
600,2210,62,1,1178.41
601,2917,45,2,2045.7
602,2900,84,1,612.43
603,61,72,1,242.66
604,2173,58,1,476.65
605,1480,92,4,4403.2
606,2886,115,2,890.96
607,1931,19,4,3809.04
608,2514,16,4,23529.6
609,2291,75,2,4244.14
610,1514,106,1,884.89
611,473,8,4,2915.88
612,959,33,4,19036.04
613,533,74,3,4226.97
614,494,18,2,4259.46
615,2947,35,4,1803.12
616,82,43,2,1700.18
617,2904,50,2,2131.98
618,879,3,4,1790.52
619,1546,104,2,1994.68
620,2971,91,1,589.41
621,12,59,4,7727.2
622,1287,28,4,2457.68
623,449,46,4,22462.92
624,762,64,3,1227.54
625,26,70,3,2072.91
626,1807,47,3,4048.68
627,2556,14,3,11613.48
628,1569,7,4,3781.56
629,62,74,1,1408.99
630,229,79,2,2105.42
631,1839,31,2,1774.34
632,607,93,4,2004.52
633,1059,106,1,884.89
634,1729,118,2,3708.96
635,1480,81,1,1142.94
636,2939,51,4,10435.0
637,1526,29,3,2199.42
638,761,113,1,4830.7
639,595,108,2,4482.24
640,1593,15,2,2276.2
641,1056,90,2,12436.84
642,1855,76,3,3256.71
643,2049,25,1,418.94
644,1459,61,1,6111.99
645,1862,41,2,2800.56
646,1160,69,1,461.28
647,1220,4,2,12477.08
648,133,108,1,2241.12
649,86,112,3,2472.21
650,1500,105,3,2658.03
651,1831,57,4,3993.0
652,1204,31,4,3548.68
653,2564,3,4,1790.52
654,175,117,1,1329.6
655,2811,67,3,2628.84
656,1976,90,3,18655.26
657,578,50,3,3197.97
658,1799,17,2,10006.26
659,2097,60,1,2423.53
660,2576,74,1,1408.99
661,145,66,4,14305.88
662,762,88,2,3525.42
663,1378,75,2,4244.14
664,1826,24,3,11406.12
665,929,99,4,6081.44
666,794,87,1,906.51
667,1602,32,2,630.62
668,1661,87,3,2719.53
669,319,98,1,2159.07
670,1111,105,3,2658.03
671,1577,19,1,952.26
672,698,66,3,10729.41
673,847,60,1,2423.53
674,1802,115,4,1781.92
675,783,66,1,3576.47
676,2090,15,1,1138.1
677,1117,120,1,651.23
678,1751,85,3,2718.12
679,2577,35,2,901.56
680,1650,69,1,461.28
681,292,107,1,2331.62
682,969,27,4,2329.28
683,1488,88,1,1762.71
684,1843,7,4,3781.56
685,97,6,1,286.48
686,1119,110,3,1203.48
687,74,33,2,9518.02
688,1360,58,2,953.3
689,1092,49,2,1759.0
690,758,17,3,15009.39
691,1942,110,4,1604.64
692,208,42,2,1970.98
693,1245,94,3,1588.59
694,1286,72,3,727.98
695,410,40,1,614.79
696,2379,46,4,22462.92
697,2392,71,3,7256.76
698,771,70,4,2763.88
699,1844,68,2,2313.46
700,74,1,2,4607.14
701,1661,79,2,2105.42
702,254,95,1,2105.85
703,820,89,1,1637.61
704,986,111,4,2944.6
705,332,97,4,7835.48
706,1422,52,1,3765.93
707,2795,35,3,1352.34
708,836,119,4,5420.36
709,1692,69,4,1845.12
710,455,5,2,8156.94
711,1930,100,4,16349.92
712,1139,17,4,20012.52
713,313,53,3,1832.16
714,1018,52,4,15063.72
715,228,14,3,11613.48
716,2882,29,2,1466.28
717,858,8,1,728.97
718,1269,98,2,4318.14
719,2866,104,3,2992.02
720,1018,1,3,6910.71
721,2576,29,4,2932.56
722,950,36,4,3853.76
723,427,51,1,2608.75
724,2090,37,3,2604.63
725,465,93,3,1503.39
726,1646,69,2,922.56
727,278,53,1,610.72
728,2884,96,2,457.1
729,19,52,4,15063.72
730,66,88,4,7050.84
731,167,83,2,2112.14
732,1609,12,4,1206.28
733,403,52,2,7531.86
734,409,1,3,6910.71
735,2160,7,3,2836.17
736,597,17,4,20012.52
737,2699,98,1,2159.07
738,1063,43,3,2550.27
739,2153,71,4,9675.68
740,324,17,1,5003.13
741,1983,59,4,7727.2
742,1438,3,2,895.26
743,429,29,4,2932.56
744,2683,22,2,838.4
745,2778,38,3,5490.33
746,2937,54,3,1828.8
747,1085,107,4,9326.48
748,1636,93,1,501.13
749,1378,114,4,4980.64
750,393,50,4,4263.96
751,2252,118,3,5563.44
752,2306,106,3,2654.67
753,2534,69,4,1845.12
754,1541,30,3,1655.64
755,446,23,2,4764.28
756,1204,119,4,5420.36
757,1024,85,3,2718.12
758,342,120,4,2604.92
759,133,90,3,18655.26
760,2491,118,2,3708.96
761,1860,47,2,2699.12
762,2301,21,4,9468.4
763,265,20,2,1482.72
764,93,23,2,4764.28
765,1686,68,3,3470.19
766,1435,21,4,9468.4
767,2186,21,3,7101.3
768,1232,1,3,6910.71
769,1002,15,1,1138.1
770,1661,17,2,10006.26
771,1597,51,3,7826.25
772,2355,63,3,4852.8
773,266,14,3,11613.48
774,646,59,2,3863.6
775,2366,83,2,2112.14
776,1137,50,2,2131.98
777,2949,34,4,1670.4
778,1402,6,3,859.44
779,454,109,2,466.1
780,2239,49,3,2638.5
781,1915,6,4,1145.92
782,1464,117,1,1329.6
783,1211,118,4,7417.92
784,831,69,2,922.56
785,1391,7,2,1890.78
786,1113,97,4,7835.48
787,2235,77,3,3519.06
788,2867,51,2,5217.5
789,1970,118,2,3708.96
790,2180,1,4,9214.28
791,872,13,3,14427.69
792,635,43,4,3400.36
793,1400,27,4,2329.28
794,691,71,3,7256.76
795,2740,116,3,5297.73
796,1866,3,1,447.63
797,1058,58,4,1906.6
798,1956,89,3,4912.83
799,582,97,2,3917.74
800,2219,104,1,997.34
801,1390,17,4,20012.52
802,784,45,3,3068.55
803,181,78,1,1255.13
804,19,101,1,341.4
805,1250,58,2,953.3
806,2929,56,1,1108.67
807,1617,54,4,2438.4
808,2223,87,3,2719.53
809,1246,88,1,1762.71
810,1639,29,1,733.14
811,54,102,4,4467.76
812,2743,54,2,1219.2
813,2911,27,2,1164.64
814,1427,102,3,3350.82
815,2397,117,4,5318.4
816,443,104,2,1994.68
817,2881,45,3,3068.55
818,580,114,3,3735.48
819,282,87,2,1813.02
820,2408,31,4,3548.68
821,2963,36,1,963.44
822,823,81,2,2285.88
823,2940,61,1,6111.99
824,1670,37,1,868.21
825,641,67,4,3505.12
826,1032,36,4,3853.76
827,2017,119,3,4065.27
828,563,5,4,16313.88
829,2539,46,3,16847.19
830,341,79,2,2105.42
831,472,52,1,3765.93
832,1711,49,4,3518.0
833,2297,6,2,572.96
834,235,10,3,6473.76
835,1107,118,4,7417.92
836,1117,96,1,228.55
837,1909,23,2,4764.28
838,1418,112,4,3296.28
839,824,17,4,20012.52
840,1292,110,2,802.32
841,632,84,3,1837.29
842,529,44,3,2745.33
843,1981,41,4,5601.12
844,2170,15,3,3414.3
845,2940,44,3,2745.33
846,2058,110,2,802.32
847,1340,58,3,1429.95
848,2886,86,3,1435.08
849,1297,50,2,2131.98
850,1330,52,4,15063.72
851,1234,70,4,2763.88
852,1982,68,2,2313.46
853,1754,63,1,1617.6
854,2801,58,2,953.3
855,2934,23,1,2382.14
856,2512,44,3,2745.33
857,2760,109,4,932.2
858,2776,83,1,1056.07
859,2765,118,1,1854.48
860,1949,109,3,699.15
861,2128,95,4,8423.4
862,2528,44,3,2745.33
863,902,52,4,15063.72
864,891,67,4,3505.12
865,1571,28,3,1843.26
866,1825,67,1,876.28
867,2066,78,2,2510.26
868,1189,18,4,8518.92
869,1549,27,4,2329.28
870,202,51,2,5217.5
871,741,60,2,4847.06
872,1370,74,3,4226.97
873,1390,49,4,3518.0
874,2001,15,3,3414.3
875,1472,83,2,2112.14
876,1537,73,3,1446.75
877,319,68,4,4626.92
878,2265,15,1,1138.1
879,1058,51,1,2608.75
880,1895,48,4,4076.68
881,2314,72,3,727.98
882,724,113,2,9661.4
883,2823,117,2,2659.2
884,1701,1,1,2303.57
885,413,7,3,2836.17
886,1276,53,2,1221.44
887,401,31,2,1774.34
888,1840,18,4,8518.92
889,724,12,3,904.71
890,2330,48,3,3057.51
891,1136,30,2,1103.76
892,2771,97,3,5876.61
893,751,111,3,2208.45
894,268,7,3,2836.17
895,2346,92,4,4403.2
896,1341,113,2,9661.4
897,570,3,1,447.63
898,2557,107,3,6994.86
899,1974,63,2,3235.2
900,546,6,1,286.48
901,2823,95,4,8423.4
902,365,102,2,2233.88
903,547,15,4,4552.4
904,271,71,2,4837.84
905,739,43,4,3400.36
906,2585,94,2,1059.06
907,1258,91,4,2357.64
908,59,81,1,1142.94
909,1275,119,2,2710.18
910,1871,18,1,2129.73
911,86,22,3,1257.6
912,763,61,1,6111.99
913,390,120,2,1302.46
914,1204,61,1,6111.99
915,719,53,2,1221.44
916,2904,26,4,3514.2
917,149,115,3,1336.44
918,583,91,1,589.41
919,121,40,3,1844.37
920,2813,88,1,1762.71
921,2653,116,2,3531.82
922,2304,8,1,728.97
923,766,21,3,7101.3
924,2912,93,1,501.13
925,800,43,3,2550.27
926,2107,21,3,7101.3
927,1022,3,2,895.26
928,1470,31,4,3548.68
929,2436,119,4,5420.36
930,1110,27,1,582.32
931,2834,110,3,1203.48
932,1251,27,2,1164.64
933,2641,73,4,1929.0
934,1650,57,2,1996.5
935,1816,97,2,3917.74
936,1346,33,3,14277.03
937,2957,90,1,6218.42
938,1342,92,3,3302.4
939,2614,44,4,3660.44
940,2447,43,4,3400.36
941,1733,31,2,1774.34
942,899,117,3,3988.8
943,2341,65,3,10639.23
944,485,84,2,1224.86
945,803,76,1,1085.57
946,1716,17,2,10006.26
947,1916,15,2,2276.2
948,1758,34,4,1670.4
949,1810,114,3,3735.48
950,2938,80,4,3715.24
951,2292,4,2,12477.08
952,1444,72,3,727.98
953,1953,98,2,4318.14
954,2864,110,2,802.32
955,2321,89,1,1637.61
956,1671,79,4,4210.84
957,1849,28,4,2457.68
958,520,73,2,964.5
959,1152,2,1,442.25
960,1397,17,2,10006.26
961,2616,58,2,953.3
962,2686,74,2,2817.98
963,2207,9,1,1788.03
964,652,31,3,2661.51
965,2224,66,1,3576.47
966,1951,88,2,3525.42
967,2668,62,3,3535.23
968,211,19,2,1904.52
969,2495,81,1,1142.94
970,586,107,1,2331.62
971,167,113,3,14492.1
972,2508,74,1,1408.99
973,2964,114,2,2490.32
974,1257,55,3,4249.83
975,1206,28,4,2457.68
976,1739,102,2,2233.88
977,1053,112,4,3296.28
978,714,92,3,3302.4
979,2889,114,3,3735.48
980,2916,116,2,3531.82
981,688,50,1,1065.99
982,330,65,2,7092.82
983,1747,3,1,447.63
984,1208,79,1,1052.71
985,2143,52,2,7531.86
986,785,10,3,6473.76
987,2697,21,2,4734.2
988,2401,37,4,3472.84
989,2978,15,3,3414.3
990,941,87,1,906.51
991,1289,78,3,3765.39
992,1680,79,2,2105.42
993,2694,74,3,4226.97
994,626,120,1,651.23
995,139,9,1,1788.03
996,2764,44,3,2745.33
997,762,39,4,15490.2
998,1834,5,1,4078.47
999,2303,25,4,1675.76
1000,1556,56,1,1108.67
1001,676,106,3,2654.67
1002,92,90,1,6218.42
1003,1093,64,4,1636.72
1004,37,72,4,970.64
1005,1788,86,3,1435.08
1006,2188,52,4,15063.72
1007,2915,89,4,6550.44
1008,2728,112,3,2472.21
1009,1202,76,1,1085.57
1010,1837,9,3,5364.09
1011,1895,10,1,2157.92
1012,137,112,1,824.07
1013,2238,10,1,2157.92
1014,1664,73,2,964.5
1015,2390,62,1,1178.41
1016,1583,90,3,18655.26
1017,972,99,3,4561.08
1018,662,91,3,1768.23
1019,2291,60,2,4847.06
1020,1811,95,4,8423.4
1021,415,19,2,1904.52
1022,2755,107,3,6994.86
1023,343,38,3,5490.33
1024,2730,6,4,1145.92
1025,2701,15,2,2276.2
1026,146,93,3,1503.39
1027,323,47,1,1349.56
1028,2170,45,1,1022.85
1029,1276,118,3,5563.44
1030,1879,5,1,4078.47
1031,2359,78,4,5020.52
