transaction_id,amount,hour_of_day,distance_from_home_km,distance_from_last_txn_km,ratio_to_median_purchase,is_online_order,used_chip,is_fraud
47,25.24,14,11.4,5.9,1.346201006556131,0,1,0
48,131.46,9,4.3,1.4,1.515679139448256,0,1,0
49,16.39,12,1.4,1.8,1.6842790244736638,1,1,0
50,37.54,13,15.7,2.2,1.1110892123003846,0,1,0
51,44.16,5,5.0,1.1,0.35480603685497814,1,1,0
52,21.33,20,34.2,2.1,1.1542527278273305,0,1,0
53,247.63,14,4.9,3.4,1.0775999198391952,0,1,0
54,84.14,12,0.6,1.1,0.8624608144970696,0,0,0
55,23.41,12,1.1,6.8,0.5219633683711247,0,1,0
56,43.67,9,2.8,0.0,0.763831887492278,0,1,0
57,191.73,23,13.3,10.1,0.38578329405992706,0,1,0
58,155.71,8,45.3,1.3,5.816050523123819,1,0,1
59,77.31,12,2.4,0.7,0.3568174135813824,1,1,0
60,158.18,14,1.9,4.1,1.5902151734255519,1,0,0
61,43.57,5,1.7,1.6,0.7946814913484417,1,1,0
62,35.75,19,2.2,3.1,1.108015849023073,1,1,0
63,77.09,17,20.9,2.6,1.3507437199558263,0,1,0
64,74.06,15,2.3,1.5,0.7185209023495256,0,0,0
65,129.57,11,3.0,1.6,1.2783201683925263,0,1,0
66,201.64,12,5.3,0.9,0.9333125209788299,0,0,0
67,57.92,16,9.6,7.2,0.5770572288723486,0,1,0
68,26.16,18,1.1,3.4,1.3217705875844479,1,1,0
69,15.4,12,4.0,10.6,1.3138227700739429,0,1,0
70,11.03,14,1.7,2.7,0.6971216457587706,0,1,0
71,157.16,13,0.0,0.8,0.8687851790668788,1,1,0
72,44.69,12,2.1,1.8,0.613747641820449,0,0,0
73,10.85,13,10.7,9.3,1.468225709606045,1,1,0
74,136.38,9,1.0,2.9,1.7925249837165844,0,1,0
75,89.88,13,1.1,3.3,1.1175651019504709,0,1,0
76,192.59,19,7.6,4.1,0.65471546664798,0,1,0
77,87.36,13,10.3,4.6,1.63988574211659,0,1,0
78,128.02,23,0.9,7.7,1.1055955090714475,0,1,0
79,49.92,12,6.4,0.9,0.9427902458945302,0,0,0
80,60.88,13,2.7,1.0,1.0354058954329608,0,1,0
81,20.08,21,5.5,6.0,1.4978716503794125,0,1,0
82,86.59,5,5.2,4.0,0.510597316638314,0,1,0
83,67.52,10,0.7,6.2,0.9501374166740438,0,1,0
84,267.87,13,7.8,1.7,1.161940954929737,1,1,0
85,9.94,15,5.7,1.9,1.105611153891599,1,1,0
86,107.87,9,8.9,1.0,0.8462676414238027,0,1,0
87,82.93,9,2.5,3.9,0.5960661701479093,0,1,0
88,110.01,13,3.8,0.7,0.7905659648809287,1,1,0
89,21.61,11,1.8,8.1,1.0506498248774674,0,1,0
90,93.29,9,2.6,4.9,1.3409276771540686,1,1,0
91,48.6,14,5.2,0.0,0.1501921553767409,0,0,0
92,71.47,12,1.0,5.6,0.5663278144797825,0,0,0
93,152.41,22,0.1,9.3,1.2578969536608466,1,1,0
94,54.07,14,4.2,17.5,0.9807081488703395,1,1,0
95,196.51,16,12.3,1.7,1.03366136347066,0,1,0
96,44.91,9,3.1,0.4,0.4741501890442157,1,0,0
97,29.11,9,5.5,1.3,0.9688480103700386,1,0,0
98,46.22,17,0.1,3.7,0.8239360471583331,0,1,0
99,299.99,19,27.5,0.8,4.788467078211951,1,0,1
100,124.61,8,0.1,1.0,0.44201691007513777,0,1,0
101,49.31,19,6.6,7.5,0.22723344188228056,0,0,0
102,41.29,8,4.7,3.6,1.268591305336264,0,0,0
103,65.38,13,0.8,1.2,1.1757879670759788,0,1,0
104,9.5,14,22.9,10.4,1.4478596948326063,0,0,0
105,107.25,18,2.6,5.3,1.1893911416767329,1,1,0
106,56.45,16,8.0,1.2,1.0088731053586653,1,1,0
107,72.41,17,17.3,0.4,1.9236858722198031,0,0,0
108,111.03,15,0.5,0.1,1.5932361328177054,0,1,0
109,33.33,10,18.2,2.5,1.228008203274473,1,1,0
110,66.12,14,3.0,3.7,0.7781303186360424,0,0,0
111,47.07,23,10.7,0.0,0.4646242674672364,1,0,0
112,59.77,11,6.0,0.3,1.2938018963617584,1,1,0
113,52.74,14,1.2,0.8,1.3239165176274024,1,1,0
114,44.89,7,12.9,0.5,1.3223564262884075,0,1,0
115,31.11,20,7.3,1.7,0.4660207230477972,0,1,0
116,87.28,7,0.8,0.0,1.2335163639596756,0,1,0
117,95.8,8,21.2,0.5,1.142304471595909,0,1,0
118,128.22,23,7.5,0.7,0.6374492495401398,0,1,0
119,104.77,16,5.2,2.0,1.6459300407669395,0,0,0
120,90.34,9,3.0,1.2,1.5809894033037115,0,1,0
121,32.62,8,2.8,1.2,0.3922280058708256,0,1,0
122,53.27,13,1.0,3.8,0.7780087347389351,1,0,0
123,99.45,18,2.3,0.8,0.8200938324219594,0,0,0
124,147.89,15,8.4,5.2,1.0743911269576893,1,1,0
125,110.49,6,2.4,1.1,1.0386621883134453,1,1,0
126,49.37,16,0.5,1.6,1.3863196773896753,1,1,0
127,50.53,19,2.7,4.1,0.7856022583228321,0,1,0
128,72.71,14,0.0,2.6,0.34851949453387954,1,0,0
129,23.02,20,7.7,3.8,0.9596251913014636,1,1,0
130,23.52,17,2.2,4.2,0.9572189614285699,1,1,0
131,37.53,12,10.1,2.5,1.4042636441982772,0,1,0
132,23.07,8,20.1,3.3,0.3615603282758245,0,0,0
133,31.66,13,0.4,1.5,0.5855354485247088,0,1,0
134,130.58,12,9.7,0.6,1.4145106858262821,1,1,0
135,70.95,12,5.7,0.5,1.2110860888833521,0,1,0
136,94.89,10,3.9,10.5,0.934092844558412,1,1,0
137,136.59,14,0.5,0.2,1.2624626435574349,1,1,0
138,67.48,12,3.1,0.9,0.5610394852368166,0,1,0
139,18.68,16,1.9,4.8,1.0711273130351568,1,1,0
140,75.68,13,0.3,1.2,1.0095393972737654,1,1,0
141,119.7,18,0.5,5.4,1.3657751584572764,0,1,0
142,99.54,12,11.3,2.5,0.9469991318361055,0,1,0
143,74.31,12,4.1,0.4,1.4716408830171228,1,1,0
144,39.68,9,1.4,1.9,0.8142725683483159,0,0,0
145,133.65,9,1.2,0.8,1.775405543574892,0,0,0
146,57.74,8,0.8,0.9,0.8852617766885147,0,1,0
147,31.9,13,0.9,1.5,1.0831184011456207,0,1,0
148,41.23,15,2.0,0.9,0.8398142278494729,1,1,0
149,31.2,15,3.6,0.3,1.1474517999602956,1,0,0
150,88.75,13,9.1,0.9,0.6335274488150229,0,1,0
151,8.0,10,0.5,7.6,1.0345773492757149,1,0,0
152,59.4,9,8.9,3.3,0.655973551882091,0,1,0
153,137.32,14,0.4,1.6,0.7160364463856075,0,1,0
154,38.72,9,6.1,0.3,1.4880143381262745,0,1,0
155,36.8,18,3.1,1.4,0.8734957294128739,1,1,0
156,73.0,7,11.7,0.1,0.8213005189357201,0,1,0
157,111.83,10,9.1,1.0,0.8311840638494965,1,1,0
158,56.14,15,2.8,7.7,1.2043355354955025,0,1,0
159,68.81,13,33.1,3.0,1.2018231327030346,0,0,0
160,18.13,17,15.1,10.2,1.1828367181299693,0,0,0
161,76.15,14,1.0,2.4,1.0275109546982617,0,1,0
162,54.9,15,9.9,1.2,0.9740182028606195,1,1,0
163,63.36,12,4.4,1.2,1.253999478453764,0,1,0
164,92.26,10,1.8,2.4,1.3905281352850563,1,1,0
165,524.74,15,0.2,4.7,5.108920537618946,1,0,1
166,33.92,9,4.4,2.4,1.0649289241493238,0,0,0
167,139.98,17,0.3,10.8,0.926475858894684,0,0,0
168,189.91,7,3.4,5.3,1.3075960755970772,0,1,0
169,53.35,15,2.5,1.7,1.110952157327898,0,1,0
170,72.69,16,7.1,2.7,0.695589633645186,0,0,0
171,104.14,15,4.3,3.7,1.0197773713856864,1,1,0
172,39.2,19,10.8,5.0,0.8114913518994691,0,1,0
173,148.32,23,0.3,3.2,1.250912893725893,0,1,0
174,40.5,16,10.5,3.8,1.1165996370447513,0,0,0
175,42.11,9,8.7,0.8,1.3835001148079713,1,1,0
176,146.69,18,1.2,3.5,1.4751997937435406,0,1,0
177,83.58,13,1.0,1.5,0.17293335993347903,1,1,0
178,47.77,17,1.4,5.7,1.2123380596063362,0,0,0
179,93.39,17,6.0,2.1,0.974580649862247,0,0,0
180,74.61,17,1.8,6.5,1.146059364793781,1,1,0
181,38.8,7,2.8,2.6,0.7196915117748496,0,1,0
182,73.06,14,12.7,6.0,0.4389647437819294,1,0,0
183,22.99,13,1.1,3.1,0.9230011641014454,0,1,0
184,106.57,18,13.7,5.1,0.7149527633647434,0,1,0
185,72.05,10,0.2,17.1,0.41364226635240453,0,1,0
186,98.92,19,18.8,1.2,1.1255128136503385,1,1,0
187,13.19,18,6.0,1.0,0.7872075451250611,1,1,0
188,59.03,17,3.6,5.1,0.9649201782528529,1,1,0
189,20.76,17,7.6,2.7,1.159817824637863,0,1,0
190,100.72,7,1.4,9.9,1.092055066584297,0,1,0
191,76.27,11,0.1,0.8,0.5012649334714365,0,1,0
192,157.41,0,1.3,69.2,5.2102099523845595,1,0,1
193,95.22,13,1.7,2.1,0.780571445731441,0,0,0
194,97.33,15,3.9,2.4,0.9048395927223036,1,1,0
195,109.32,19,5.6,1.5,1.3958156093532423,0,1,0
196,49.55,17,26.1,13.0,1.8616984084709327,0,1,0
197,83.65,13,3.4,2.6,0.8551115160900756,1,1,0
198,341.84,7,7.7,3.0,0.6929159376705979,1,1,0
199,78.52,11,0.1,4.9,0.6513475533133548,0,1,0
200,96.51,15,3.3,8.8,1.3724219134337037,0,0,0
201,71.4,19,1.1,2.1,1.1633372497869205,0,1,0
202,68.45,16,1.8,1.3,0.727397126024181,0,1,0
203,101.21,13,0.9,2.9,0.9809379108898241,0,1,0
204,128.77,15,0.7,0.5,0.5700055973636478,1,1,0
205,82.63,9,4.6,4.4,1.0968391435997327,0,1,0
206,78.29,16,2.2,1.4,0.9160128249756001,0,1,0
207,210.37,19,0.5,16.3,1.1064528996053742,1,1,0
208,346.24,16,25.3,10.5,3.002057059588535,0,0,1
209,212.33,15,13.2,1.5,0.5251942763450461,0,1,0
210,99.65,14,4.6,3.1,0.6665955608400183,0,1,0
211,52.0,12,10.6,0.5,0.8338920787805089,1,1,0
212,145.35,8,1.8,0.1,0.834700778629812,0,1,0
213,150.43,21,15.7,8.0,0.8725252645049633,0,1,0
214,28.29,12,6.8,2.4,1.4410690048817836,0,1,0
215,52.47,14,7.1,0.3,1.8985620213894365,0,1,0
216,67.69,22,5.8,0.8,0.7023523979712655,0,1,0
217,24.23,8,2.7,0.8,0.8937796080955563,1,1,0
218,51.11,15,1.9,1.9,0.86990937363859,0,0,0
219,63.09,13,2.3,5.6,1.1887758337446916,0,1,0
220,71.52,11,2.0,7.0,1.2987899835306023,1,1,0
221,32.25,13,3.9,0.2,0.5852092408805065,0,1,0
222,55.11,16,1.2,14.2,1.1925627151412872,0,0,0
223,86.79,11,2.7,2.3,1.6459869364137427,0,1,0
224,28.37,9,2.3,7.4,0.9400607240603971,0,0,0
225,285.38,7,28.9,0.4,4.722801000589829,0,0,1
226,101.51,13,6.0,0.6,1.013412550122582,1,1,0
227,63.55,7,1.3,10.0,1.1408498631441788,1,1,0
228,82.72,21,1.6,8.6,1.1373389303124415,1,1,0
229,15.82,10,0.0,4.0,0.8025308539657914,0,0,0
230,19.66,16,0.1,5.4,1.4797428274639879,0,1,0
231,57.66,16,2.2,4.0,0.5693775994104409,1,1,0
232,139.27,10,0.1,10.8,0.9445658536302118,1,1,0
233,88.63,19,8.3,5.0,1.127349750528138,1,1,0
234,35.95,12,4.9,1.3,0.8233991274099905,0,1,0
235,165.43,11,2.0,5.1,0.9028294627396755,1,1,0
236,23.49,19,2.3,0.4,1.2959292128126327,1,1,0
237,57.72,14,0.5,0.6,1.2314359558611778,0,1,0
238,81.1,19,0.6,4.8,1.0364843567298467,0,1,0
239,61.18,19,14.6,2.8,0.5807345259212064,1,0,0
240,56.98,12,2.8,5.8,1.4321584722861729,0,1,0
241,96.85,7,7.7,0.8,0.1,0,1,0
242,180.09,19,0.9,0.3,0.6568843197789176,1,1,0
243,80.77,12,5.6,4.1,1.0864260445537903,0,1,0
244,49.7,12,2.0,2.2,0.8514583110770584,1,1,0
245,39.37,18,4.3,0.5,1.671043908954354,0,1,0
246,53.38,8,10.8,1.1,1.5808120895647069,0,1,0
247,33.69,12,3.5,4.1,0.5593235598872542,0,1,0
248,134.41,10,1.3,1.2,0.8385458531731109,0,1,0
249,348.82,22,18.4,107.6,5.636920734880935,0,0,1
250,37.92,13,19.4,1.7,1.1268408834777972,0,0,0
251,96.1,15,0.3,1.6,1.3655927475547147,0,1,0
252,92.14,5,3.9,2.2,1.7036257793439729,0,0,0
253,16.94,14,9.5,2.9,0.551088698897821,0,0,0
254,193.8,13,2.8,2.8,0.7715214221964939,0,0,0
255,21.45,20,12.0,2.1,0.1,0,0,0
256,105.76,17,0.1,7.4,1.3644834120583742,0,1,0
257,47.42,20,6.1,3.3,0.3828930977858135,0,1,0
258,83.72,13,4.1,4.4,1.388973669862497,0,1,0
259,104.61,14,6.0,1.9,0.6197383816236709,0,1,0
260,116.34,14,2.7,31.2,3.163184810513778,1,0,1
261,69.65,21,4.1,3.9,0.7075175629971028,0,0,0
262,21.15,14,3.7,2.6,1.1897942584373085,1,1,0
263,41.09,12,10.7,0.7,1.1955450733608648,0,1,0
264,100.73,12,3.8,0.2,0.6051470247481443,1,1,0
265,94.87,13,1.0,0.9,0.8407128270409536,1,1,0
266,55.59,14,0.9,0.5,1.2330541268094972,0,1,0
267,53.67,12,5.6,1.2,1.0988232567461054,0,1,0
268,58.6,15,2.2,2.9,1.1086998109599693,0,1,0
269,204.5,13,5.2,0.2,1.2712194841720676,0,1,0
270,97.3,7,6.9,1.5,1.4463623847831444,0,1,0
271,41.1,17,6.3,1.0,1.1269575090682262,0,1,0
272,13.23,11,4.9,0.2,0.963795504099862,0,1,0
273,20.26,17,0.6,11.1,0.9596959509949704,1,0,0
274,103.94,18,9.9,1.0,1.4169504662990362,0,1,0
275,59.46,18,7.1,3.6,1.2349475830008638,1,0,0
276,24.78,6,0.0,2.6,1.1530078903550307,0,1,0
277,216.9,5,2.1,3.3,1.4957349324656355,0,1,0
278,147.61,14,8.4,1.3,1.3819075958602096,1,0,0
279,15.28,9,2.0,13.6,1.0937898113171227,0,1,0
280,49.13,6,3.2,3.6,1.5731578892231808,0,1,0
281,84.87,18,16.2,1.8,0.3839783780286984,1,1,0
282,85.69,16,6.3,5.5,1.0273240408719058,1,1,0
283,211.44,12,8.5,2.9,1.3946543280578356,0,1,0
284,88.4,20,0.1,1.9,0.9681385248691635,0,1,0
285,39.33,13,0.3,2.5,0.723808523658311,0,1,0
286,97.82,21,3.7,1.7,0.47485777878869584,1,1,0
287,28.29,12,3.8,0.8,0.8370540770504871,0,1,0
288,27.05,9,5.9,1.4,0.6090907739042131,1,1,0
289,85.34,12,6.5,7.4,1.0915069423079033,1,1,0
290,121.05,19,0.8,8.0,1.2397353083494824,0,1,0
291,16.17,6,8.9,2.1,1.121200390972201,1,1,0
292,63.2,20,9.2,2.7,1.630350949432943,0,1,0
293,148.13,18,9.0,2.3,1.0437618177291308,1,1,0
294,86.19,14,1.5,4.4,0.7763272553826004,0,1,0
295,100.65,13,11.6,0.4,1.041852941289513,0,1,0
296,52.34,11,5.6,17.2,1.143561827069182,1,1,0
297,26.68,14,4.4,5.5,1.7714417358337868,0,1,0
298,4.16,18,0.4,1.5,0.8406710343964054,1,1,0
299,22.18,12,1.1,0.2,1.4223867257187635,0,1,0
300,94.54,17,0.2,0.6,1.0447942789948135,0,1,0
301,74.02,12,1.9,0.5,1.3850213695266214,1,1,0
302,430.02,17,12.7,75.1,4.4324484499479855,1,0,1
303,25.87,11,1.9,3.2,0.40645899904636373,0,1,0
304,226.04,12,7.9,1.2,0.37213078086720686,1,1,0
305,60.51,5,0.7,0.9,0.1,0,1,0
306,296.21,19,18.8,2.9,0.38261261426554194,1,0,0
307,78.6,15,0.1,5.6,1.0694567182955128,0,1,0
308,225.77,21,0.7,0.1,0.35976366304870355,1,1,0
309,91.06,7,0.6,0.1,1.2614876839295044,1,1,0
310,231.77,17,10.0,6.0,1.3280120564042255,0,1,0
311,53.25,17,1.2,6.1,1.0908234680950355,1,1,0
312,50.35,17,2.0,0.5,0.7221310616214054,0,1,0
313,122.62,12,1.7,0.8,1.087239102811806,1,1,0
314,102.1,22,4.1,4.9,0.9149567840152593,0,1,0
315,6.62,19,0.6,1.5,0.6358382583774768,1,1,0
316,73.18,17,1.5,4.0,0.4764003689475653,0,0,0
317,59.82,6,0.2,1.6,0.3571878767182781,1,0,0
318,88.96,9,5.3,0.0,1.1433594579869983,1,0,0
319,144.95,9,3.8,0.6,1.769392993286678,0,1,0
320,19.91,15,13.7,2.3,1.1018182880879857,0,1,0
321,168.58,9,1.6,0.5,1.6780521691713521,0,1,0
322,20.98,14,12.1,4.4,0.8277996979970904,1,1,0
323,26.54,4,12.0,7.7,0.899349109769281,0,0,0
324,91.74,8,0.0,2.5,0.8457154625037137,0,1,0
325,95.47,12,7.2,1.7,1.6946656409512912,1,1,0
326,54.95,19,2.7,1.1,0.612694710966835,1,1,0
327,71.9,5,4.2,0.7,1.4883961347542272,1,1,0
328,195.14,18,0.5,3.3,1.2332086149100858,0,1,0
329,112.12,11,1.8,1.7,1.204669119210823,0,0,0
330,37.38,15,0.5,4.3,1.644200834360071,0,0,0
331,107.15,9,5.1,2.2,0.8882560621768559,0,0,0
332,36.9,11,3.1,1.3,0.8409752601230103,1,1,0
333,104.24,10,5.2,1.2,1.0642073067933748,0,1,0
334,44.86,11,2.7,6.1,0.9244709808007006,1,1,0
335,14.69,13,0.2,4.7,0.9955273852340362,0,1,0
336,26.54,13,2.3,2.7,0.8146373167925431,0,1,0
337,144.46,4,2.7,1.8,1.3294343490113296,1,1,0
338,90.11,12,7.0,0.0,0.6399407356188416,1,0,0
339,152.12,17,12.3,0.6,0.8924745129652158,0,1,0
340,175.65,19,11.6,11.0,0.1,0,0,0
341,146.83,14,9.9,0.2,1.1521520070118973,0,1,0
342,51.08,13,4.1,1.1,1.7420695162082431,1,1,0
343,289.68,6,8.7,53.4,5.40953720797307,1,1,1
344,123.18,10,3.9,7.8,1.048708607651489,0,0,0
345,57.07,11,5.7,4.5,1.1410327381553436,1,0,0
346,103.29,17,12.4,0.5,0.7369474374405497,1,0,0
347,11.87,15,0.3,5.9,1.471692788666641,0,1,0
348,116.35,11,9.4,4.4,1.3544627051087428,1,1,0
349,24.38,14,0.1,3.1,0.8612247446709554,1,1,0
350,13.16,19,10.8,2.4,1.3052189015907794,0,1,0
351,125.34,16,0.2,1.2,1.3648373120043893,0,0,0
352,114.43,13,10.6,4.2,1.221809754264529,0,1,0
353,75.26,14,8.6,5.5,1.5333545120679473,1,1,0
354,82.33,16,0.4,0.4,1.4332066631761191,0,1,0
355,19.45,10,4.5,3.2,0.8446962876008999,1,1,0
356,85.36,11,9.7,0.3,1.106936573121788,0,1,0
357,148.79,18,0.9,1.8,0.8195884441252934,0,1,0
358,74.98,16,3.8,8.2,0.47715865264118895,0,0,0
359,91.98,10,17.8,3.9,1.8939278041732406,0,0,0
360,76.46,11,0.9,4.4,1.2985720592760637,1,1,0
361,340.39,19,3.0,0.4,1.4352636568407728,0,1,0
362,35.86,5,0.1,2.4,1.3247594150220428,0,1,0
363,81.32,9,9.1,1.7,1.525821378978207,0,1,0
364,78.3,12,0.6,2.5,1.2198710944086528,1,0,0
365,128.25,14,18.0,3.3,0.9092805196867161,0,1,0
366,112.56,13,2.3,0.1,1.1800993332479477,0,1,0
367,52.87,7,15.8,6.9,0.8677782257308889,0,1,0
368,50.54,13,9.2,0.4,0.9438081671318613,1,1,0
369,39.22,10,5.7,3.5,0.6900861133910571,1,1,0
370,103.8,10,9.0,4.3,1.441956370538887,0,1,0
371,69.16,13,10.0,0.2,0.7235210462668974,1,1,0
372,107.59,17,5.7,0.4,1.4976213653209867,0,0,0
373,90.31,12,6.0,7.6,1.17156511094784,0,1,0
374,83.08,15,0.3,0.7,0.31638889699953276,0,1,0
375,119.08,12,1.9,3.2,2.1620726635717165,0,0,0
376,90.29,18,2.5,3.5,1.1140731344369454,1,1,0
377,71.91,13,0.7,6.7,0.718873189533722,0,1,0
378,24.64,18,3.9,2.6,0.6468118510648049,0,1,0
379,251.54,9,4.5,2.2,0.4218921316285189,0,1,0
380,8.51,13,1.9,0.1,1.3695375173764877,1,1,0
381,74.47,12,12.5,4.6,1.1460622159501157,1,1,0
382,103.21,8,9.5,3.4,1.4568536966326013,0,1,0
383,5.51,15,2.8,1.9,1.2291574617148147,1,1,0
384,47.32,13,7.3,1.6,0.9409475550033176,0,1,0
385,117.69,15,5.9,6.1,0.6362228634431926,0,1,0
386,107.53,17,9.1,0.4,1.0110089800027495,0,1,0
387,251.28,13,3.3,3.6,0.9466903869799106,0,0,0
388,71.97,11,3.0,1.7,0.7464527423253082,1,1,0
389,57.1,8,0.7,0.7,1.1711342862752192,0,0,0
390,51.69,6,4.7,3.9,1.092345348771402,0,1,0
391,70.36,12,0.7,1.9,1.4990864138257762,0,1,0
392,155.98,4,3.7,0.8,0.7369026603311101,0,1,0
393,316.61,8,2.2,0.9,0.9617192686927454,0,1,0
394,26.45,17,1.0,6.4,1.1177183438496967,0,1,0
395,41.41,13,4.4,0.1,0.8412813320484817,0,1,0
396,82.31,20,6.0,1.5,0.8919460098573653,0,1,0
397,81.85,12,4.2,1.7,0.9302789346048599,0,1,0
398,330.24,16,22.3,0.1,0.6634664328831421,0,0,0
399,46.44,15,3.4,4.1,1.091560249396853,0,1,0
400,62.1,17,4.9,5.1,1.119192755066034,1,1,0
401,146.03,10,2.5,3.4,0.7581109821729244,1,1,0
402,52.62,19,9.5,5.3,1.333598687107561,0,1,0
403,45.92,11,1.1,0.8,1.520672113495415,0,1,0
404,75.18,11,0.1,4.2,0.38663443205704684,1,1,0
405,29.68,19,6.5,0.5,1.2469799193648634,1,0,0
406,34.2,15,4.3,7.5,0.2626027011290004,0,1,0
407,13.37,8,2.6,3.0,1.42139156431515,0,1,0
408,38.25,15,4.9,10.3,0.9567832729006013,0,1,0
409,77.57,13,0.0,0.1,1.360858078257105,0,1,0
410,54.9,3,0.1,0.8,0.8704873518625624,0,1,0
411,84.17,16,0.3,0.6,0.7197985274581842,0,0,0
412,191.94,14,6.5,1.8,0.6685755300246989,0,1,0
413,29.57,11,6.4,1.1,1.5124036904147244,0,1,0
414,31.37,7,0.4,9.0,1.5927105307730012,0,1,0
415,70.41,5,6.6,6.5,1.0188550723858896,1,1,0
416,81.78,12,4.2,0.5,0.7093550982703873,1,1,0
417,137.03,13,4.1,0.7,0.4735781288931943,0,1,0
418,70.38,13,1.6,2.8,1.047550166105385,0,1,0
419,272.7,2,13.3,3.2,5.505287053323565,1,0,1
420,5.48,5,7.5,5.4,0.4285086324829631,1,1,0
421,161.31,16,6.9,14.1,1.43101680406432,0,1,0
422,154.38,17,0.1,3.0,0.6575743698587975,0,1,0
423,31.21,12,4.3,1.1,0.4031840416829261,1,1,0
424,44.52,8,7.8,4.8,0.9721688744047196,0,1,0
425,138.59,15,3.7,1.4,0.49009063757130156,1,1,0
426,43.77,11,0.4,0.0,0.6379833916711966,0,1,0
427,132.6,19,6.3,0.3,0.9221730094891237,1,1,0
428,52.17,11,7.7,1.1,0.669024092374425,0,0,0
429,53.93,17,8.5,0.1,0.9367803916490749,0,1,0
430,117.13,12,25.0,48.5,7.809931768948804,1,0,1
431,38.68,16,1.4,1.3,0.9809687027380753,0,1,0
432,76.34,18,6.1,6.6,1.7842374081919128,1,0,0
433,34.82,19,3.4,0.5,1.573383137722058,0,0,0
434,87.81,21,0.1,1.7,0.8702149714888238,0,1,0
435,10.01,13,1.1,2.7,1.2421923609867993,0,1,0
436,187.68,15,5.9,9.9,0.7458493759346798,1,0,0
437,49.93,9,16.6,1.3,1.633765205361879,1,0,0
438,76.38,12,6.9,3.3,1.0581287734924756,1,1,0
439,182.61,14,0.0,5.1,1.3181841300887391,1,1,0
440,577.49,13,51.1,2.4,4.685655579233322,0,0,1
441,56.03,7,3.5,5.6,1.2741127103636343,1,1,0
442,146.57,8,2.5,2.9,1.3860252041488736,0,1,0
443,109.15,20,19.5,3.8,0.9073416464920594,0,1,0
444,48.7,7,2.9,0.9,1.0033148546762802,0,1,0
445,89.87,13,1.9,5.2,1.0289612851085612,1,1,0
446,155.27,12,0.4,0.5,1.715944086018414,1,1,0
447,44.61,17,2.8,10.4,0.9813162807391618,0,1,0
448,20.77,10,6.5,1.9,0.4021513969088183,0,1,0
449,96.13,13,2.2,0.0,0.4816984608350241,0,0,0
450,74.66,13,1.5,11.4,1.127731206976537,0,1,0
