transaction_id,customer_id,purchase_date,amount
290,70,2023-04-28,877.24
291,70,2023-05-24,743.07
292,70,2023-02-27,1871.72
293,71,2023-06-23,1111.22
294,71,2023-03-06,2069.44
295,71,2023-05-08,2052.75
296,71,2023-05-10,1638.11
297,71,2023-05-27,1032.54
298,71,2023-07-11,1807.64
299,71,2023-06-21,1553.31
300,71,2023-12-24,1791.63
301,71,2023-10-08,1504.99
302,71,2023-04-10,2586.35
303,72,2023-11-06,441.44
304,73,2023-10-20,934.05
305,73,2023-06-29,1884.52
306,73,2023-01-05,945.78
307,74,2023-06-14,1850.61
308,74,2023-12-06,2489.92
309,74,2023-07-09,2072.82
310,74,2023-09-22,1883.64
311,74,2023-09-10,1821.45
312,74,2023-07-27,2531.48
313,74,2023-05-11,2275.37
314,74,2023-11-15,2015.31
315,74,2023-09-20,2123.22
316,75,2023-01-25,350.07
317,76,2022-09-18,531.64
318,77,2023-06-27,287.51
319,77,2023-09-08,317.24
320,78,2023-09-04,420.4
321,78,2023-05-29,920.02
322,78,2023-05-24,1349.2
323,78,2023-03-01,967.86
324,78,2023-02-22,861.54
325,78,2023-02-11,711.26
326,79,2023-04-04,420.44
327,79,2023-05-29,1037.27
328,79,2023-09-10,143.16
329,80,2023-04-24,1164.47
330,80,2023-09-16,1186.49
331,80,2023-05-20,288.58
332,81,2023-07-12,608.26
333,81,2023-02-06,1320.51
334,81,2023-01-29,1053.04
335,82,2023-08-01,229.02
336,83,2023-03-16,486.34
337,84,2022-09-22,1593.8
338,85,2023-10-15,1088.0
339,85,2023-07-14,807.11
340,85,2023-08-06,596.76
341,85,2023-10-18,578.51
342,86,2023-04-10,1223.36
343,86,2023-02-20,980.19
344,86,2023-04-24,797.63
345,86,2023-03-19,639.81
346,86,2023-08-10,1472.28
347,87,2023-07-28,512.53
348,87,2023-02-18,1291.42
349,87,2023-01-20,484.55
350,87,2023-06-07,563.57
351,88,2023-09-04,280.15
352,88,2023-09-16,446.73
353,88,2023-01-23,294.07
354,89,2023-10-12,569.62
355,89,2023-12-09,534.26
356,89,2023-04-19,918.11
357,89,2023-10-23,812.96
358,89,2023-02-28,996.83
359,89,2023-03-01,962.55
360,90,2023-10-11,1954.8
361,90,2023-03-11,1983.99
362,90,2023-12-21,1773.36
363,90,2023-11-06,1497.84
364,90,2023-06-07,50.0
365,90,2023-10-09,1322.26
366,90,2023-09-25,2388.84
367,90,2023-10-13,2639.23
368,90,2023-10-27,2069.44
369,90,2023-07-23,2198.22
370,90,2023-06-22,1522.05
371,90,2023-10-15,2961.5
372,91,2023-06-06,1465.07
373,91,2023-09-01,1896.7
374,91,2023-07-23,2311.41
375,91,2023-04-18,2301.87
376,91,2023-06-06,2038.64
377,91,2023-11-20,2148.72
378,91,2023-03-01,2067.06
379,91,2023-05-23,2175.7
380,91,2023-05-17,2010.45
381,91,2023-06-22,2531.7
382,91,2023-04-12,1483.84
383,91,2023-07-09,976.48
384,92,2023-06-24,2065.73
385,92,2023-08-05,1182.67
386,93,2023-02-06,448.78
387,94,2023-06-07,270.14
388,94,2023-05-10,304.32
389,94,2023-03-11,499.87
390,94,2022-11-20,266.57
391,95,2023-12-06,833.62
392,95,2023-07-14,2659.69
393,95,2023-07-17,834.34
394,95,2023-03-02,2005.42
395,95,2023-10-28,2315.0
396,95,2023-05-16,1063.11
397,95,2023-08-04,2013.77
398,95,2023-02-24,1094.76
399,95,2023-05-27,472.96
400,95,2023-11-07,854.51
401,95,2023-09-06,989.61
402,96,2022-09-12,648.68
403,96,2022-09-05,128.59
404,97,2023-05-08,659.84
405,97,2023-01-28,1833.35
406,98,2023-09-08,263.36
407,98,2023-09-06,415.61
408,99,2023-01-30,1737.58
409,99,2022-11-29,637.96
410,100,2023-03-15,172.96
411,100,2022-12-26,343.09
412,101,2023-05-15,767.5
413,102,2023-07-17,481.05
414,103,2023-05-08,432.66
415,104,2023-05-02,507.6
416,104,2023-03-05,2650.43
417,104,2023-04-12,2174.49
418,104,2023-07-19,1930.82
419,105,2023-10-10,678.41
420,105,2023-08-02,719.6
421,105,2023-10-15,3214.39
422,105,2023-09-14,1450.77
423,105,2023-12-04,1632.14
424,105,2023-10-18,1963.98
425,105,2023-09-19,2313.43
426,105,2023-05-01,852.52
427,105,2023-07-22,1825.24
428,106,2023-09-13,604.81
429,106,2023-06-25,992.86
430,106,2023-07-13,1067.16
431,106,2023-04-18,960.63
432,106,2023-11-18,845.38
433,107,2023-12-17,1078.69
434,107,2023-10-30,1407.51
435,107,2023-03-05,1239.91
436,108,2023-06-10,1293.49
437,108,2022-12-20,1863.24
438,109,2023-09-03,1840.01
439,109,2023-04-17,1825.18
440,109,2023-04-13,1501.94
441,110,2023-08-06,1898.18
442,110,2023-12-19,1633.98
443,110,2023-11-27,2007.99
444,110,2023-11-11,2218.56
445,110,2023-10-27,2542.07
446,110,2023-03-04,1446.16
447,110,2023-09-10,1860.49
448,111,2023-10-12,347.02
449,112,2023-03-03,664.44
450,113,2023-02-14,522.83
451,114,2023-10-13,203.42
452,115,2022-11-30,1831.86
453,115,2023-04-29,965.29
454,116,2023-11-29,1849.97
455,116,2023-12-20,1939.3
456,116,2023-07-23,2360.08
457,116,2023-09-02,1901.17
458,116,2023-07-02,1346.46
459,116,2023-07-03,1415.41
460,116,2023-10-31,2024.94
461,116,2023-05-26,2382.89
462,116,2023-10-25,1127.72
463,116,2023-11-28,2139.99
464,116,2023-10-30,1421.4
465,117,2023-04-15,925.0
466,117,2023-10-20,1079.39
467,118,2022-11-24,1270.51
468,118,2023-03-07,1337.72
469,119,2022-10-29,481.03
470,120,2023-08-28,612.61
471,121,2023-08-13,1194.9
472,121,2023-05-27,744.94
473,121,2023-03-03,1341.66
474,121,2023-06-01,235.68
475,122,2023-01-29,1807.25
476,123,2023-05-22,334.82
477,124,2023-05-30,2773.45
478,124,2023-12-08,1204.7
479,124,2023-09-28,2777.96
480,124,2023-07-11,2131.3
481,124,2023-10-13,1768.54
482,124,2023-04-29,2119.16
483,124,2023-07-07,1375.07
484,125,2023-11-03,940.54
485,126,2023-04-18,1033.3
486,126,2023-08-04,223.45
487,126,2023-07-30,729.5
488,126,2023-02-10,1176.93
489,126,2023-11-04,784.81
490,127,2023-09-23,1024.5
491,127,2023-09-23,331.84
492,127,2023-07-14,1214.69
493,128,2023-03-05,657.96
494,128,2023-04-25,597.06
495,128,2023-06-16,113.02
496,128,2023-06-11,601.94
497,129,2023-07-24,1730.99
498,129,2023-12-11,1115.06
499,129,2023-10-10,1784.25
500,129,2023-07-19,2186.48
501,129,2023-03-09,2136.14
502,129,2023-06-19,2371.73
503,129,2023-06-01,776.37
504,130,2023-04-04,1972.28
505,131,2023-05-02,381.96
506,132,2023-04-01,393.9
507,133,2023-05-06,202.65
508,133,2023-05-30,636.65
509,134,2022-12-27,152.22
510,135,2023-01-25,1844.42
511,136,2023-11-16,1064.58
512,136,2023-08-03,1155.99
513,136,2023-07-04,1000.12
514,136,2023-03-14,1306.77
515,137,2023-04-12,1142.31
516,137,2023-05-05,1775.76
517,137,2023-05-18,1703.44
518,138,2023-08-30,433.66
519,139,2023-02-26,1574.3
520,139,2023-04-27,2078.49
521,139,2023-03-31,1439.13
522,139,2023-08-19,1987.93
523,139,2023-05-26,1168.7
524,139,2023-04-14,1910.39
525,139,2023-09-27,2176.14
526,139,2023-07-06,1951.68
527,140,2023-01-19,1164.18
528,140,2023-04-17,1349.9
529,140,2023-04-14,267.13
530,141,2023-06-09,2981.35
531,141,2023-03-05,1285.82
532,141,2023-05-25,1797.45
533,141,2023-08-17,599.78
534,141,2023-09-26,1837.58
535,141,2023-03-30,2382.69
536,141,2023-10-30,1600.93
537,142,2023-05-14,1293.6
538,143,2023-04-29,752.74
539,143,2023-09-30,418.62
540,143,2023-03-02,259.63
541,143,2023-06-08,952.58
542,144,2022-10-20,565.39
543,145,2023-11-27,419.64
544,146,2023-03-03,509.55
545,146,2023-08-20,1085.49
546,146,2023-02-04,1550.54
547,146,2023-05-24,1476.45
548,147,2023-01-23,261.36
549,148,2023-09-07,1870.37
550,148,2023-04-10,789.96
551,148,2023-09-18,1145.3
552,148,2023-06-19,1066.34
553,148,2023-04-09,1750.88
554,148,2023-07-14,1699.49
555,148,2023-05-18,1945.91
556,148,2023-06-13,1090.64
557,148,2023-04-21,2791.67
558,148,2023-12-17,1075.73
559,148,2023-12-03,2848.47
560,149,2023-06-02,424.22
561,150,2023-01-22,769.86
562,150,2023-06-09,831.57
563,150,2023-07-25,1070.11
564,151,2022-09-20,457.59
565,152,2023-07-11,964.96
566,152,2023-03-25,608.38
567,152,2023-05-10,879.32
568,152,2023-03-07,771.35
569,152,2023-03-17,489.08
570,152,2023-04-01,981.14
571,153,2023-07-22,2076.76
572,153,2023-09-12,2748.94
573,153,2023-05-16,2721.36
574,153,2023-03-06,1307.21
575,153,2023-06-07,2087.86
576,153,2023-05-02,1442.83
577,153,2023-10-08,1572.87
578,153,2023-12-12,2018.4
579,153,2023-04-17,1100.0
580,154,2023-11-20,2286.26
581,154,2023-10-12,2292.23
582,154,2023-10-21,944.62
583,154,2023-11-23,2035.79
584,154,2023-11-18,2537.14
585,154,2023-06-28,2202.52
586,155,2023-04-19,1173.46
587,155,2023-05-27,1070.04
588,155,2023-03-13,2303.51
589,155,2023-02-17,2861.96
590,155,2023-04-23,2529.59
591,156,2022-09-13,341.72
592,157,2023-09-01,973.43
593,158,2023-04-25,602.97
594,159,2023-10-22,2608.99
595,159,2023-03-22,799.42
596,159,2023-10-09,2139.28
597,159,2023-03-18,1116.63
598,159,2023-10-11,493.89
599,159,2023-07-07,1601.59
600,159,2023-05-30,1345.37
601,159,2023-06-25,2493.58
602,160,2022-11-16,487.92
603,161,2023-05-14,876.27
604,161,2023-08-14,1235.14
605,161,2023-05-18,592.99
606,161,2023-10-24,2358.26
607,161,2023-03-04,2248.04
608,161,2023-08-29,1757.75
609,162,2023-01-03,112.07
610,163,2023-06-09,1724.08
611,163,2023-11-22,2203.66
612,163,2023-10-24,2747.56
613,163,2023-10-17,2472.85
614,163,2023-11-22,2556.73
615,163,2023-05-08,1646.45
616,164,2023-01-21,301.1
617,165,2023-03-26,733.75
618,165,2023-11-26,812.01
619,165,2023-10-11,989.11
620,165,2023-11-22,1333.23
621,165,2023-11-18,510.13
622,165,2023-07-07,1677.83
623,165,2023-09-11,274.71
624,166,2023-01-04,517.75
625,167,2023-11-26,3215.05
626,167,2023-09-13,2062.35
627,167,2023-07-15,2011.04
628,167,2023-06-04,1575.78
629,167,2023-10-14,2007.54
630,167,2023-12-06,1870.74
631,167,2023-11-17,1165.66
632,167,2023-02-20,1231.95
633,167,2023-09-11,2543.68
634,168,2023-03-31,549.86
635,168,2023-08-13,549.56
636,168,2023-07-21,143.91
637,168,2023-06-15,232.81
638,168,2023-01-19,392.19
639,169,2023-11-26,2873.24
640,169,2023-11-12,1636.03
641,169,2023-07-04,1876.49
642,169,2023-06-04,2150.32
643,169,2023-10-03,1547.01
644,169,2023-04-15,1146.1
645,169,2023-03-24,2428.82
646,170,2023-07-09,438.31
647,170,2023-02-07,1586.65
648,170,2023-03-18,1287.18
649,170,2023-04-24,1247.96
650,170,2023-05-15,1823.8
651,170,2023-04-19,2028.08
652,170,2023-06-07,583.64
653,170,2023-06-02,2169.41
654,170,2023-07-06,2005.34
655,170,2023-09-02,1254.77
656,171,2023-07-10,1111.42
657,171,2023-08-16,731.04
658,171,2023-08-14,1195.23
659,172,2023-01-17,1645.42
660,172,2023-11-02,1084.37
661,172,2023-06-24,868.71
662,172,2023-03-04,751.25
663,172,2023-10-15,673.13
664,172,2023-10-26,727.46
665,173,2023-05-06,655.96
666,173,2023-04-21,2934.33
667,173,2023-08-25,2287.84
668,173,2023-09-14,2344.63
669,173,2023-09-16,2194.51
670,173,2023-03-07,1616.78
671,174,2023-09-30,963.17
672,175,2023-04-03,1164.03
673,175,2023-02-16,479.06
674,175,2023-10-13,894.51
675,176,2023-10-15,1909.33
676,176,2023-04-23,1700.89
677,176,2023-04-27,1719.35
678,176,2023-02-18,2904.23
679,176,2023-10-24,2270.2
680,176,2023-06-18,2281.73
681,176,2023-10-02,1230.32
682,176,2023-07-10,2210.99
683,176,2023-09-09,1363.93
684,176,2023-07-14,121.65
685,176,2023-03-17,1803.04
686,176,2023-08-25,2935.29
687,177,2023-02-04,226.31
688,177,2022-11-16,504.85
689,177,2023-05-28,427.3
690,177,2023-04-24,428.11
691,178,2023-07-05,248.33
692,178,2023-06-07,514.39
693,178,2023-08-20,988.05
694,178,2023-07-28,996.18
695,178,2023-04-20,673.47
696,179,2023-10-17,260.67
697,179,2023-07-26,629.25
698,179,2023-03-15,1279.14
699,180,2022-12-27,665.7
700,180,2023-05-10,573.88
701,180,2022-11-16,540.01
702,180,2023-07-16,417.25
703,181,2023-07-10,1323.13
704,181,2023-01-12,1457.15
705,181,2023-02-20,1750.75
706,182,2023-04-14,1682.48
707,182,2023-11-02,1411.06
708,182,2023-08-01,1217.64
709,182,2023-11-11,1545.66
710,182,2023-05-26,2385.54
711,182,2023-05-04,1452.43
712,182,2023-04-28,1444.84
713,182,2023-05-02,2751.38
714,182,2023-03-09,2785.74
715,182,2023-09-25,2840.41
716,182,2023-07-30,1727.15
717,182,2023-04-21,1552.53
718,182,2023-08-20,559.11
719,183,2022-11-05,355.12
720,183,2023-04-19,213.02
721,184,2023-03-20,1740.5
722,184,2023-05-24,2926.23
723,184,2023-08-21,3007.96
724,184,2023-11-25,1829.05
725,184,2023-11-02,1778.43
726,184,2023-11-24,1722.04
727,184,2023-07-03,2103.47
728,184,2023-11-27,2550.18
729,184,2023-05-02,728.84
730,184,2023-08-10,1698.77
731,184,2023-03-07,1399.54
732,185,2023-09-26,2236.73
733,185,2023-03-20,1072.43
734,185,2023-11-07,1960.7
735,185,2023-08-23,2362.83
736,185,2023-09-13,2328.52
737,186,2023-08-30,1291.24
738,186,2023-06-25,641.76
739,186,2023-08-15,1017.56
740,186,2023-08-04,1034.87
741,186,2023-08-02,1114.38
742,186,2023-06-05,560.21
743,186,2023-10-19,890.33
744,186,2023-09-26,761.44
745,186,2023-02-26,1104.14
746,186,2023-11-29,1096.21
747,186,2023-12-12,1267.0
748,186,2023-03-03,644.82
749,186,2023-02-28,1028.41
750,186,2023-08-04,1203.8
751,187,2022-09-02,475.97
752,188,2023-07-02,353.62
753,188,2023-05-03,578.95
754,188,2023-05-21,439.71
755,189,2023-04-23,2697.56
756,189,2023-11-21,1581.42
757,189,2023-10-27,1974.31
758,189,2023-04-04,1045.09
759,189,2023-06-12,1806.67
760,190,2022-12-02,161.47
761,190,2023-07-13,310.63
762,190,2023-05-01,188.1
763,190,2023-05-11,513.47
764,190,2022-12-21,377.06
765,191,2022-08-06,495.91
766,191,2022-12-18,395.01
767,192,2023-03-13,1359.22
768,192,2023-12-03,919.92
769,192,2023-12-07,1120.09
770,192,2023-08-03,962.76
771,192,2023-05-19,945.17
772,192,2023-10-05,1296.64
773,192,2023-09-15,498.15
774,193,2023-01-27,305.39
775,193,2023-08-25,410.28
776,194,2023-02-20,1711.51
777,194,2023-03-06,843.11
778,194,2023-02-03,1824.39
779,194,2023-04-19,1523.62
780,194,2023-07-19,2670.99
781,195,2023-10-22,2977.71
782,195,2023-09-03,2243.04
783,195,2023-03-16,834.6
784,195,2023-11-17,1834.26
785,195,2023-04-16,709.69
786,195,2023-09-19,1377.82
787,195,2023-05-19,2256.25
788,195,2023-09-08,2012.21
789,195,2023-03-20,1649.55
790,195,2023-07-03,1738.13
791,196,2023-11-06,1339.44
792,196,2023-03-14,1115.56
793,196,2023-08-17,1127.85
794,196,2023-08-11,1018.25
795,196,2023-11-06,344.11
796,196,2023-11-04,876.84
797,197,2023-03-22,1110.92
798,197,2023-04-24,1908.3
799,197,2023-06-01,2483.09
800,197,2023-11-18,900.52
801,197,2023-03-13,2073.39
802,197,2023-05-28,1653.35
803,197,2023-09-01,1760.35
804,197,2023-09-27,1773.04
805,197,2023-08-12,1822.81
806,197,2023-10-23,2226.69
807,197,2023-04-03,1824.59
808,198,2023-04-16,263.37
809,198,2023-09-16,508.75
810,199,2023-05-23,504.8
811,200,2023-02-24,1084.91
812,200,2023-10-12,759.91
813,200,2023-06-26,451.52
814,200,2023-10-11,731.93
815,200,2023-02-25,624.78
816,200,2023-10-31,1327.43
817,201,2023-03-10,1381.33
818,201,2023-07-05,702.54
819,202,2023-06-03,1395.68
820,202,2023-09-30,1751.14
821,202,2023-05-31,1448.71
822,202,2023-08-21,2026.98
823,202,2023-06-08,1268.84
824,202,2023-04-02,2836.9
825,202,2023-12-09,2507.44
826,203,2023-03-12,854.36
827,203,2023-01-08,1189.84
828,203,2023-09-12,1217.8
829,204,2023-05-30,2887.37
830,205,2023-09-23,2133.75
831,205,2023-08-17,1009.99
832,205,2023-07-28,2947.44
833,205,2023-03-05,1052.88
834,205,2023-06-06,1864.2
835,205,2023-11-17,1519.75
836,205,2023-11-03,2156.34
837,205,2023-06-05,1400.78
838,205,2023-10-04,2194.21
839,206,2023-03-20,874.15
840,206,2023-03-20,616.8
841,206,2023-07-26,990.16
842,206,2023-04-18,997.8
843,207,2023-09-03,437.43
844,207,2023-07-06,1018.67
845,208,2023-04-18,502.88
846,209,2023-05-05,305.07
847,209,2023-06-12,389.85
848,210,2023-08-13,1959.81
849,210,2023-03-16,2482.91
850,210,2023-06-23,2240.17
851,210,2023-10-22,1073.07
852,210,2023-07-23,1661.26
853,210,2023-08-12,1283.79
854,210,2023-07-31,737.79
855,210,2023-03-07,1274.24
856,211,2023-09-25,2518.1
857,211,2023-11-05,2053.45
858,211,2023-09-14,1552.16
859,211,2023-08-28,2666.72
860,211,2023-03-06,247.23
861,211,2023-11-11,1266.37
862,211,2023-03-13,1872.96
863,211,2023-07-11,1140.03
864,211,2023-06-11,2214.27
865,212,2023-10-31,308.38
866,213,2023-09-16,365.59
867,214,2023-03-15,326.5
868,214,2023-04-29,453.04
869,215,2023-05-23,255.36
870,216,2023-08-26,1164.27
871,216,2023-08-01,50.0
872,216,2023-10-12,2029.43
873,216,2023-08-24,1695.8
874,216,2023-09-17,2157.94
875,216,2023-02-05,1523.44
876,216,2023-09-14,2247.33
877,216,2023-09-10,2620.75
878,216,2023-03-31,1407.29
879,216,2023-09-15,283.4
880,216,2023-02-17,2283.45
881,217,2023-01-18,378.94
882,217,2023-03-17,328.5
883,218,2023-11-20,551.03
884,218,2023-06-25,658.47
885,218,2023-10-09,1291.5
886,218,2023-05-09,756.92
887,219,2023-03-14,396.28
888,219,2023-11-03,1272.5
889,220,2023-05-02,386.21
890,220,2023-05-02,991.92
891,220,2023-04-12,611.18
892,220,2023-10-03,853.54
